:centre,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham,Birmingham
:days,0.0,10.0,17.0,24.0,30.0,31.0,36.0,40.0,43.0,48.0,50.0,54.0,55.0,58.0,59.0,60.0,61.0,64.0,65.0,78.0,97.0,111.0,112.0,115.0,118.0,124.0,126.0,131.0,134.0,136.0,156.0,173.0,177.0,178.0,186.0,189.0,202.0,212.0,217.0,224.0,231.0,235.0,248.0,262.0,273.0,279.0,282.0,292.0,311.0,315.0,318.0,323.0,329.0,335.0,340.0,350.0,375.0,386.0,387.0,397.0,410.0,412.0,414.0,418.0,419.0,428.0,436.0,450.0,456.0,463.0,504.0,531.0,535.0,546.0,549.0,558.0,559.0,575.0,592.0,600.0,616.0,625.0,664.0,670.0,674.0,680.0,711.0,762.0,771.0,779.0,784.0,789.0,790.0,831.0,861.0,869.0,911.0,972.0,1125.0,1137.0,1274.0,1405.0,1631.0,1825.0
:cif-from-listing,1.0,0.9911550625433181,0.9822998136164615,0.973488957247733,0.9646595998029189,0.9558728062581789,0.9471269285701773,0.9384247483572083,0.9297705447491063,0.9125879255171304,0.9040232424751615,0.8954789729291159,0.8869669442000815,0.8784923601928064,0.8700526399157613,0.8533062348289926,0.8366736416010103,0.8284018163507184,0.8201209512501562,0.8118853556047739,0.7955729286945279,0.779400875174873,0.7633793294746777,0.7553915487859418,0.7474498725016498,0.7395387777009288,0.7316741435451517,0.7238005414985814,0.7159306860962871,0.7081126033261138,0.7003363580576887,0.6925358575752477,0.677073566099605,0.6693671673322812,0.6616861476581192,0.6540535161522201,0.6389473563759309,0.63143760292766,0.6239623396228448,0.6165142601503566,0.6090887739645542,0.6016982081676392,0.5943333554442015,0.5870006949686247,0.5797154866800411,0.5724587264032016,0.5652447781222715,0.5580775186868175,0.5508670648889332,0.5437060828688275,0.5365947496743315,0.5295343565495291,0.5224407394522975,0.5153854058024468,0.5083594892966019,0.5013542873482763,0.49438276950727417,0.48744905454860277,0.48056508773496653,0.4737132884571337,0.46689496352103754,0.46013693226982266,0.4533679393338019,0.44658297360405946,0.4331838301927873,0.42645781619715145,0.4197728918288698,0.41302028130778645,0.40630243876809735,0.3996432978501269,0.3930428917306572,0.38638127779127207,0.3797693763818484,0.3732193709215532,0.36671528503911394,0.3601842696388322,0.3537117578768596,0.34729614940807124,0.34092605403848464,0.33454151665101844,0.3282289574477293,0.3219913931432099,0.3156152048026949,0.30930791279588876,0.3030479357356742,0.2968569770162002,0.29054077638692877,0.2840615179142349,0.27765303582299866,0.27122992338657553,0.2648138903706702,0.2584464968544538,0.24598867602577484,0.2395179976289268,0.23299336715870647,0.22644604663756263,0.21996607410550845,0.2134875401152156,0.20642202279381058,0.1994548809034953,0.19200258073035112,0.1845060198368721,0.17566815201902572,0.17566815201902572
