dcmv_1,dcmv_2,dsmoke_1,dsmoke_2,pred_grp_1,pred_grp_2,pred_grp_3,tx_type_1,tx_type_2,dis_grp_cf,dis_grp_oth,dis_grp_pf,dis_grp_copd,rage_grp_1,rage_grp_2,rage_grp_3,rage_grp_4,rage_grp_5,tlc_mis_1,tlc_mis_2,tlc_mis_3,fvc_grp_1,fvc_grp_2,fvc_grp_3,fvc_grp_4,bili_grp_1,bili_grp_2,bili_grp_3,bili_grp_4,chol_grp_1,chol_grp_2,chol_grp_3,chol_grp_4
0,0.29226,0,0.24582,0,0.27341,0.48876,0.04977,0,-0.40421,0.20102,0.04841,0,0.24259,-0.05644,-0.05089,0,0.22292,-0.15398,0,-0.00718,0.10249,-0.01281,0,-0.26149,0.10959,0,0.09579,0.20564,0.1342,0,0.13093,-0.5613
