:centre,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle
:days,0.0,1.0,3.0,5.0,6.0,8.0,11.0,12.0,14.0,17.0,18.0,19.0,21.0,24.0,26.0,32.0,34.0,43.0,45.0,49.0,55.0,61.0,62.0,84.0,90.0,102.0,109.0,118.0,127.0,149.0,163.0,166.0,176.0,177.0,180.0,182.0,185.0,189.0,191.0,227.0,231.0,252.0,256.0,271.0,300.0,301.0,349.0,373.0,375.0,421.0,444.0,463.0,465.0,471.0,490.0,492.0,528.0,534.0,588.0,925.0,969.0,999.0,1032.0,1038.0,1049.0,1066.0,1087.0,1090.0,1107.0,1117.0,1191.0,1246.0,1410.0,1440.0,1571.0,1618.0,1678.0,1700.0,1796.0,1807.0,1808.0,1825.0
:cif-survival,1.0,0.9931464768688888,0.9863049321199515,0.9794862284756741,0.9726980353904133,0.9659234670937051,0.9591727138611817,0.9524134517508674,0.9456471241730593,0.9321881783258494,0.9254901461054985,0.9122053446764766,0.9055813774617631,0.8924369145497432,0.8858941693517144,0.8728412246421093,0.8663382711106616,0.8597964315967087,0.8532822599779355,0.8403611745914784,0.8339285678102276,0.8275313567635671,0.821158132211411,0.8147779820566021,0.8084023588268406,0.801893880569012,0.7954018621337942,0.7889162986182405,0.7824702745458212,0.7760579563457249,0.7696404393590252,0.7568895804901451,0.7504977674563654,0.7441156910004756,0.7377496812562918,0.7314207617250745,0.7251090358264785,0.7188238420844983,0.7125773475095085,0.706359421428129,0.7001550780341083,0.6939644277948629,0.6877823904920504,0.681627675892871,0.6754997133424027,0.6693820284862545,0.6632208824889282,0.6567893362409374,0.6503579871474455,0.6437635342986933,0.6371677673214451,0.6306183577628932,0.6240433638922693,0.6174388311768488,0.6108565962216403,0.6042841570498974,0.5977336028812852,0.5911983337512137,0.5846905756474066,0.576589874106354,0.5684493000821623,0.560102550810832,0.5514791230224582,0.5428347201999137,0.5342523883660185,0.5257530247572824,0.5172757183299449,0.5087976792503744,0.5003181525060039,0.49187062249933977,0.48312928888821544,0.47445060141910633,0.4656620581382155,0.4565171154773355,0.4467992213666722,0.43714211023920513,0.42758748420175297,0.41809289885892714,0.40811334067429367,0.39828851168645335,0.388467216892998,0.388467216892998
