rec_unit,time,tx_surv,rem_surv
Manchester,623,0.365788564,0.731519191
Manchester,636,0.365788564,0.725613137
Manchester,639,0.365788564,0.71961632
Manchester,640,0.365788564,0.713537612
Manchester,648,0.365788564,0.707488382
Manchester,651,0.365788564,0.70142499
Manchester,665,0.360217041,0.695252376
Manchester,666,0.354620423,0.695252376
Manchester,671,0.348990104,0.688974173
Manchester,675,0.348990104,0.682651313
Manchester,684,0.348990104,0.676125487
Manchester,694,0.343129061,0.676125487
Manchester,710,0.337294055,0.676125487
Manchester,724,0.331485978,0.676125487
Manchester,742,0.331485978,0.669060456
Manchester,749,0.325517754,0.669060456
Manchester,757,0.319515897,0.669060456
Manchester,758,0.319515897,0.661809259
Manchester,777,0.319515897,0.654550982
Manchester,789,0.319515897,0.647145801
Manchester,794,0.312923903,0.647145801
Manchester,807,0.312923903,0.639192111
Manchester,811,0.312923903,0.623354848
Manchester,813,0.312923903,0.61537412
Manchester,815,0.312923903,0.607257753
Manchester,839,0.29192556,0.607257753
Manchester,853,0.284688213,0.607257753
Manchester,854,0.277556462,0.607257753
Manchester,856,0.277556462,0.598683812
Manchester,864,0.270133383,0.598683812
Manchester,878,0.262438979,0.598683812
Manchester,916,0.262438979,0.589048912
Manchester,922,0.254474303,0.589048912
Manchester,930,0.246184714,0.589048912
Manchester,953,0.246184714,0.579003215
Manchester,966,0.23785211,0.579003215
Manchester,972,0.23785211,0.568861486
Manchester,980,0.23785211,0.558605491
Manchester,1036,0.228970649,0.558605491
Manchester,1050,0.228970649,0.538335496
Manchester,1051,0.228970649,0.527521621
Manchester,1062,0.219000203,0.527521621
Manchester,1065,0.209147685,0.527521621
Manchester,1071,0.199553966,0.527521621
Manchester,1073,0.19004918,0.527521621
Manchester,1095,0.19004918,0.527521621
