:centre,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield,Harefield
:days,0.0,0.0,1.0,3.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0,13.0,15.0,19.0,25.0,29.0,38.0,41.0,42.0,44.0,49.0,52.0,64.0,72.0,115.0,123.0,127.0,141.0,144.0,163.0,164.0,166.0,190.0,191.0,198.0,203.0,213.0,215.0,216.0,269.0,298.0,348.0,361.0,398.0,412.0,415.0,436.0,441.0,463.0,505.0,548.0,552.0,644.0,652.0,660.0,661.0,697.0,739.0,740.0,753.0,755.0,811.0,826.0,836.0,838.0,907.0,938.0,954.0,987.0,1008.0,1066.0,1136.0,1148.0,1191.0,1317.0,1343.0,1351.0,1557.0,1563.0,1645.0,1733.0,1745.0,1762.0,1783.0,1784.0,1825.0
:cif-survival,1.0,0.9920725256640288,0.9841801633488833,0.9763214435295883,0.9685086847814303,0.9529804384030285,0.945249172412564,0.9375431255493974,0.9298520876259531,0.9221753505433447,0.9145220924506012,0.9068913672413954,0.8992928444089877,0.8842034695198129,0.8767011575335267,0.8692183662228321,0.8617852739366536,0.8543868362599311,0.8397132140696548,0.8324237328425761,0.8251661501894187,0.8107952454528099,0.8036295000004507,0.7964921502413234,0.7892816782323233,0.7821167122687225,0.7749994855666446,0.7679229983948346,0.7608890989118501,0.7538931755863931,0.7469396263872197,0.7399801621076711,0.7330587064122374,0.7261615171573097,0.7192996280997992,0.7124772681616847,0.7057008125810185,0.6989726148533706,0.6922816929724487,0.6856319242498654,0.678995335947296,0.6723030435468341,0.6655801188153824,0.6587661703319856,0.6519256051739187,0.6451329310351636,0.6383439855214113,0.6315941361149676,0.6248804384510064,0.6181979463293009,0.6115504487214777,0.6049285122231818,0.598352725270744,0.5917260755677589,0.585104021911495,0.5785321504859374,0.5719029571498934,0.564989893931761,0.5581208952690463,0.5511835692740399,0.5442869576310926,0.5371256988111531,0.53001620392137,0.5229611491113583,0.5159574501428863,0.5090019265209803,0.5020929170501384,0.4952407250159847,0.4883966892441767,0.4815478148216775,0.4746461163586429,0.46678835646676625,0.4588740983697969,0.45076286876904914,0.4426586780814247,0.4345835541848684,0.4264660806502991,0.41529165170506016,0.4043106751078128,0.39336984870229963,0.38259414362408584,0.37198063900525535,0.3612119116521656,0.35023638658672684,0.339447711465385,0.339447711465385
