:centre,:days,:cif-transplant,:cif-removal,:cif-death,:cif-all
Leicester,610.0,0.2270005647,0.0626893204,0.0817352327,0.3787302232
Leicester,612.0,0.2292020758,0.0626893204,0.0817352327,0.3810573106
Leicester,623.0,0.2314054831,0.0626893204,0.0817352327,0.3833836769
Leicester,624.0,0.2314054831,0.0646752931,0.0817352327,0.3857082999
Leicester,628.0,0.2336071069,0.0646752931,0.0817352327,0.3880336857
Leicester,630.0,0.2336071069,0.0646752931,0.0848385361,0.3903574237
Leicester,636.0,0.2336071069,0.0666630542,0.0848385361,0.3926758256
Leicester,644.0,0.2358072174,0.0666630542,0.0848385361,0.3949895685
Leicester,646.0,0.2380114416,0.0666630542,0.0848385361,0.3973060618
Leicester,647.0,0.240215671,0.0666630542,0.0848385361,0.3996203427
Leicester,648.0,0.240215671,0.068655122,0.0848385361,0.4019321231
Leicester,649.0,0.244612185,0.068655122,0.0848385361,0.40654384
Leicester,657.0,0.2468167258,0.068655122,0.0848385361,0.4088592351
Leicester,665.0,0.2468167258,0.0706463626,0.0848385361,0.4111723593
Leicester,678.0,0.249022636,0.0706463626,0.0848385361,0.4134822645
Leicester,680.0,0.2512299753,0.0706463626,0.0848385361,0.4157947783
Leicester,682.0,0.2512299753,0.0706463626,0.0879489554,0.4181077766
Leicester,692.0,0.2534407374,0.0706463626,0.0879489554,0.4204166111
Leicester,710.0,0.2556485412,0.0706463626,0.0879489554,0.4227216202
Leicester,713.0,0.2556485412,0.0726425897,0.0879489554,0.4250297291
Leicester,715.0,0.2556485412,0.0746392513,0.0879489554,0.4273354701
Leicester,716.0,0.2578624332,0.0746392513,0.0879489554,0.4296373499
Leicester,718.0,0.2600787727,0.0746392513,0.0879489554,0.431939559
Leicester,719.0,0.2622915136,0.0746392513,0.0879489554,0.4342404104
Leicester,721.0,0.2645038723,0.0746392513,0.0879489554,0.4365415858
Leicester,722.0,0.2645038723,0.0766391839,0.0879489554,0.4388506484
Leicester,724.0,0.2645038723,0.0786374833,0.0879489554,0.4411572329
Leicester,727.0,0.266725308,0.0786374833,0.0879489554,0.4434645488
Leicester,737.0,0.2689509523,0.0786374833,0.0879489554,0.4457735294
Leicester,742.0,0.2711775439,0.0786374833,0.0879489554,0.4480819008
Leicester,743.0,0.2734126013,0.0786374833,0.0879489554,0.4503963443
Leicester,744.0,0.2756550479,0.0786374833,0.0879489554,0.4527139238
Leicester,746.0,0.2778995765,0.0786374833,0.0879489554,0.4550357727
Leicester,747.0,0.2778995765,0.0806471311,0.0879489554,0.4573584462
Leicester,749.0,0.2823933826,0.0806471311,0.0879489554,0.4619946999
Leicester,750.0,0.2846435965,0.0806471311,0.0879489554,0.4643148686
Leicester,763.0,0.2846435965,0.082654048,0.0879489554,0.4666322806
Leicester,767.0,0.2868917528,0.082654048,0.0879489554,0.4689445691
Leicester,771.0,0.2868917528,0.0846600625,0.0879489554,0.4712601923
Leicester,773.0,0.2868917528,0.0846600625,0.0910544603,0.4735786163
Leicester,779.0,0.2868917528,0.0846600625,0.0972592399,0.4781995555
Leicester,780.0,0.2891443133,0.0846600625,0.0972592399,0.4805207035
Leicester,787.0,0.2913918124,0.0846600625,0.0972592399,0.4828354096
Leicester,789.0,0.2936362095,0.0846600625,0.0972592399,0.4851472122
Leicester,794.0,0.2958819783,0.0846600625,0.0972592399,0.4874597587
Leicester,795.0,0.2981233451,0.0846600625,0.0972592399,0.4897667415
Leicester,807.0,0.3048317532,0.0846600625,0.0972592399,0.4966624898
Leicester,808.0,0.3093132613,0.0846600625,0.0972592399,0.5012576173
Leicester,810.0,0.3115709525,0.0846600625,0.0972592399,0.5035703829
Leicester,811.0,0.3138432767,0.0846600625,0.0972592399,0.5058923607
Leicester,817.0,0.3161170707,0.0846600625,0.0972592399,0.5082137422
Leicester,828.0,0.3161170707,0.0866694401,0.0972592399,0.5105307402
Leicester,836.0,0.3183903296,0.0866694401,0.0972592399,0.5128499397
Leicester,838.0,0.3183903296,0.0886902182,0.0972592399,0.5151700968
Leicester,843.0,0.3206636492,0.0886902182,0.0972592399,0.5174858507
Leicester,845.0,0.3229391719,0.0886902182,0.0972592399,0.5198051644
Leicester,847.0,0.3252194474,0.0886902182,0.0972592399,0.5221281892
Leicester,860.0,0.3275058087,0.0886902182,0.0972592399,0.5244548336
Leicester,868.0,0.3297882513,0.090722778,0.0972592399,0.5290837588
Leicester,871.0,0.3320701964,0.090722778,0.0972592399,0.5313923301
Leicester,881.0,0.3343491717,0.090722778,0.0972592399,0.533696825
Leicester,887.0,0.3343491717,0.0927620712,0.0972592399,0.5360051495
Leicester,890.0,0.3366371476,0.0927620712,0.0972592399,0.5383122911
Leicester,893.0,0.3366371476,0.0927620712,0.1003878402,0.5406202911
Leicester,899.0,0.3366371476,0.0927620712,0.1035152677,0.5429299662
Leicester,903.0,0.3366371476,0.094801415,0.1035152677,0.5452336057
Leicester,905.0,0.341212531,0.094801415,0.1035152677,0.5498199521
Leicester,912.0,0.341212531,0.0968388533,0.1035152677,0.5521235596
Leicester,914.0,0.341212531,0.0968388533,0.1066430795,0.5544225291
Leicester,919.0,0.3435097513,0.0968388533,0.1066430795,0.5567152587
Leicester,927.0,0.3480958071,0.0968388533,0.1066430795,0.5612812325
Leicester,929.0,0.3503916456,0.0968388533,0.1066430795,0.5635704007
Leicester,932.0,0.3503916456,0.0988759874,0.1066430795,0.5658612113
Leicester,943.0,0.35269343,0.1009118871,0.1066430795,0.570433732
Leicester,947.0,0.3549976697,0.1009118871,0.1066430795,0.572731998
Leicester,953.0,0.3573060482,0.1009118871,0.1066430795,0.5750296853
Leicester,957.0,0.3596167489,0.1029456341,0.1066430795,0.5796200215
Leicester,959.0,0.3619293018,0.1029456341,0.1066430795,0.5819152844
Leicester,965.0,0.3619293018,0.1049779222,0.1066430795,0.5842106203
Leicester,968.0,0.3619293018,0.1049779222,0.1097709909,0.586505534
Leicester,980.0,0.3619293018,0.107014583,0.1097709909,0.5888084654
Leicester,981.0,0.366546148,0.107014583,0.1097709909,0.5933965284
Leicester,985.0,0.3711865182,0.107014583,0.1097709909,0.5980072667
Leicester,990.0,0.3735198548,0.107014583,0.1097709909,0.6003246316
Leicester,991.0,0.3735198548,0.1090538839,0.1097709909,0.602645131
Leicester,1003.0,0.375859616,0.1090538839,0.1097709909,0.6049715297
Leicester,1004.0,0.3782013256,0.1090538839,0.1097709909,0.6072955058
Leicester,1005.0,0.3805405774,0.1090538839,0.1097709909,0.6096133025
Leicester,1016.0,0.3805405774,0.1110945425,0.1097709909,0.6119353792
Leicester,1019.0,0.3828855694,0.1110945425,0.1097709909,0.6142563847
Leicester,1022.0,0.3852266083,0.1110945425,0.1097709909,0.6165725299
Leicester,1023.0,0.3875636925,0.1110945425,0.1097709909,0.6188838059
Leicester,1026.0,0.3899054699,0.1110945425,0.1097709909,0.6211958239
Leicester,1032.0,0.3922461507,0.1110945425,0.1097709909,0.623505783
Leicester,1042.0,0.3969132737,0.1110945425,0.1097709909,0.6281005108
Leicester,1044.0,0.4015656182,0.1110945425,0.1097709909,0.6327002216
Leicester,1052.0,0.4038998964,0.1110945425,0.1097709909,0.6350056551
Leicester,1054.0,0.4038998964,0.1131328872,0.1097709909,0.6373151124
Leicester,1056.0,0.4038998964,0.1151693938,0.1097709909,0.6396196771
Leicester,1059.0,0.4038998964,0.1151693938,0.1128912998,0.6419206611
Leicester,1060.0,0.4062339113,0.1172031311,0.1128912998,0.6464926597
Leicester,1061.0,0.4085741243,0.1172031311,0.1128912998,0.6487903067
Leicester,1064.0,0.4085741243,0.1192570994,0.1128912998,0.6510879536
Leicester,1067.0,0.4109143374,0.1192570994,0.1128912998,0.6533769401
Leicester,1077.0,0.4109143374,0.1213097531,0.1128912998,0.6556669894
Leicester,1082.0,0.4109143374,0.1233609609,0.1128912998,0.6579499487
Leicester,1091.0,0.4109143374,0.1254148968,0.1128912998,0.6602299967
Leicester,1101.0,0.4132568874,0.1254148968,0.1128912998,0.6625252829
Leicester,1105.0,0.4156040062,0.1254148968,0.1128912998,0.6648234897
Leicester,1108.0,0.4179530287,0.1254148968,0.1128912998,0.6671242925
Leicester,1118.0,0.4179530287,0.1254148968,0.1160119953,0.6694237849
Leicester,1120.0,0.4249802041,0.1254148968,0.1160119953,0.6762587702
Leicester,1125.0,0.4273296642,0.1254148968,0.1160119953,0.6785435246
Leicester,1127.0,0.4296739382,0.127483135,0.1160119953,0.6830948077
Leicester,1128.0,0.4296739382,0.1316082882,0.1160119953,0.68764933
Leicester,1135.0,0.4320173645,0.1316082882,0.1160119953,0.6899364941
Leicester,1136.0,0.4343602895,0.1316082882,0.1160119953,0.6922195271
Leicester,1139.0,0.4367026232,0.1316082882,0.1160119953,0.6945008161
Leicester,1146.0,0.4390441843,0.1316082882,0.1160119953,0.6967797548
Leicester,1150.0,0.4390441843,0.1336756788,0.1160119953,0.6990634279
Leicester,1154.0,0.4437169716,0.1336756788,0.1160119953,0.7035936333
Leicester,1155.0,0.446060156,0.1336756788,0.1160119953,0.7058591004
Leicester,1157.0,0.446060156,0.1357459744,0.1160119953,0.7081188292
Leicester,1166.0,0.4484017226,0.1357459744,0.1160119953,0.7103959994
Leicester,1168.0,0.4484017226,0.1378309768,0.1160119953,0.7126687828
Leicester,1169.0,0.4507418194,0.1378309768,0.1160119953,0.7149320742
Leicester,1171.0,0.4554111771,0.1378309768,0.1160119953,0.7194462197
Leicester,1174.0,0.4554111771,0.1399214842,0.1160119953,0.7217008264
Leicester,1175.0,0.4577536766,0.1399214842,0.1160119953,0.7239457118
Leicester,1180.0,0.4577536766,0.1420192769,0.1160119953,0.7261855946
Leicester,1182.0,0.4577536766,0.144119326,0.1160119953,0.7284250138
Leicester,1184.0,0.4600932354,0.144119326,0.1160119953,0.7306638178
Leicester,1188.0,0.4624378504,0.144119326,0.1160119953,0.7329014198
Leicester,1208.0,0.4647820317,0.144119326,0.1160119953,0.7351341382
Leicester,1213.0,0.4671259172,0.144119326,0.1160119953,0.7373720601
Leicester,1215.0,0.469467794,0.144119326,0.1191261372,0.741811752
Leicester,1220.0,0.469467794,0.1462242584,0.1191261372,0.7440235847
Leicester,1225.0,0.4718032328,0.1462242584,0.1191261372,0.746232277
Leicester,1229.0,0.4718032328,0.1462242584,0.122236502,0.7484403714
Leicester,1231.0,0.4741410697,0.1462242584,0.122236502,0.7506548947
Leicester,1232.0,0.4764782966,0.1462242584,0.122236502,0.7528645188
Leicester,1233.0,0.4788105438,0.1462242584,0.122236502,0.7550659572
Leicester,1243.0,0.4811382187,0.1462242584,0.122236502,0.757255443
Leicester,1244.0,0.4834786004,0.1462242584,0.122236502,0.7594605014
Leicester,1252.0,0.4858213218,0.1462242584,0.122236502,0.7616713645
Leicester,1254.0,0.4858213218,0.1462242584,0.1253412617,0.7638786548
Leicester,1261.0,0.4881604336,0.1462242584,0.1253412617,0.7660846698
Leicester,1266.0,0.4904963002,0.1462242584,0.1253412617,0.7682861533
Leicester,1277.0,0.4928353801,0.1462242584,0.1253412617,0.7704967564
Leicester,1280.0,0.4928353801,0.1483262865,0.1253412617,0.7727016701
Leicester,1288.0,0.4928353801,0.1504271599,0.1253412617,0.7749031969
Leicester,1296.0,0.4928353801,0.1525430004,0.1253412617,0.7771033973
Leicester,1301.0,0.4928353801,0.1546612913,0.12844296,0.7814789856
Leicester,1328.0,0.4928353801,0.1567836437,0.12844296,0.7836733104
Leicester,1330.0,0.4928353801,0.1589079378,0.12844296,0.785861688
Leicester,1339.0,0.4928353801,0.1610351897,0.12844296,0.7880508696
Leicester,1345.0,0.4951735233,0.1610351897,0.12844296,0.7902504926
Leicester,1346.0,0.4975110309,0.1610351897,0.12844296,0.7924443717
Leicester,1352.0,0.499844761,0.1631594049,0.12844296,0.7967851219
Leicester,1355.0,0.499844761,0.1652866853,0.12844296,0.7989531546
Leicester,1365.0,0.499844761,0.1674113805,0.12844296,0.8011091796
Leicester,1373.0,0.5021733364,0.1674113805,0.12844296,0.803258961
Leicester,1376.0,0.5045025324,0.1674113805,0.12844296,0.805411804
Leicester,1384.0,0.5068369385,0.1674113805,0.12844296,0.8075610032
Leicester,1386.0,0.5068369385,0.1695380464,0.12844296,0.8097084679
Leicester,1387.0,0.5091734663,0.1695380464,0.12844296,0.8118665073
Leicester,1391.0,0.5115060601,0.1695380464,0.12844296,0.8140130246
Leicester,1392.0,0.5115060601,0.1737890924,0.12844296,0.8182615258
Leicester,1407.0,0.5138370715,0.1737890924,0.12844296,0.8204008701
Leicester,1414.0,0.5138370715,0.1737890924,0.1315476677,0.8225415636
Leicester,1417.0,0.5138370715,0.1737890924,0.1346510891,0.8246690651
Leicester,1421.0,0.5161739674,0.1737890924,0.1346510891,0.8267795705
Leicester,1424.0,0.5185072237,0.1737890924,0.1346510891,0.8288771149
Leicester,1430.0,0.5185072237,0.1759281267,0.1346510891,0.8309699448
Leicester,1434.0,0.5208401682,0.1759281267,0.1346510891,0.8330555286
Leicester,1438.0,0.5231703135,0.1759281267,0.1346510891,0.8351402444
Leicester,1442.0,0.5255004572,0.1759281267,0.1346510891,0.8372246816
Leicester,1454.0,0.5278344025,0.1759281267,0.1346510891,0.8393081915
Leicester,1459.0,0.5301807716,0.1759281267,0.1346510891,0.8414004175
Leicester,1472.0,0.5301807716,0.1759281267,0.1377636263,0.843488049
Leicester,1486.0,0.5348898744,0.1759281267,0.1377636263,0.8477108502
Leicester,1488.0,0.5372483825,0.1759281267,0.1377636263,0.8498158234
Leicester,1494.0,0.5396054243,0.1759281267,0.1377636263,0.8519164966
Leicester,1496.0,0.5419589027,0.1759281267,0.1377636263,0.8540147992
Leicester,1499.0,0.544308949,0.1759281267,0.1377636263,0.8560995071
Leicester,1504.0,0.5466506638,0.1759281267,0.1377636263,0.8581625267
Leicester,1513.0,0.5466506638,0.1781026794,0.1377636263,0.86021172
Leicester,1528.0,0.5466506638,0.1803186372,0.140997711,0.8643429266
Leicester,1531.0,0.5466506638,0.1825402739,0.140997711,0.866415629
Leicester,1536.0,0.5490345865,0.1825402739,0.140997711,0.8684810585
Leicester,1541.0,0.5514183269,0.1825402739,0.140997711,0.8705361634
Leicester,1546.0,0.553793963,0.1825402739,0.140997711,0.872570096
Leicester,1547.0,0.5561693258,0.1825402739,0.140997711,0.8745935703
Leicester,1557.0,0.5561693258,0.18697623,0.140997711,0.8785827031
Leicester,1559.0,0.5561693258,0.1891983445,0.140997711,0.8805818731
Leicester,1563.0,0.5561693258,0.1914360658,0.140997711,0.8825854358
Leicester,1564.0,0.5585427964,0.1914360658,0.140997711,0.8845752027
Leicester,1580.0,0.5585427964,0.1937078808,0.140997711,0.8865665976
Leicester,1600.0,0.5609349184,0.1937078808,0.140997711,0.8885881389
Leicester,1616.0,0.5609349184,0.1959752928,0.140997711,0.8905824799
Leicester,1620.0,0.5633180216,0.1959752928,0.140997711,0.8925651451
Leicester,1623.0,0.5633180216,0.198264195,0.140997711,0.8945355159
Leicester,1625.0,0.5657003917,0.198264195,0.140997711,0.8964965137
Leicester,1640.0,0.5657003917,0.200553758,0.140997711,0.8984423869
Leicester,1645.0,0.5657003917,0.202841697,0.140997711,0.9003867681
Leicester,1646.0,0.5657003917,0.2051290997,0.140997711,0.9023193763
Leicester,1654.0,0.5657003917,0.2051290997,0.144287431,0.9042422513
Leicester,1660.0,0.5657003917,0.2074171682,0.144287431,0.9061543512
Leicester,1669.0,0.5680786217,0.2074171682,0.144287431,0.908037512
Leicester,1674.0,0.5704529063,0.2074171682,0.144287431,0.9099075236
Leicester,1675.0,0.5728211534,0.2074171682,0.144287431,0.9117579006
Leicester,1676.0,0.5751855127,0.2074171682,0.144287431,0.9135954644
Leicester,1700.0,0.5751855127,0.2097034711,0.144287431,0.9154501534
Leicester,1702.0,0.5775538216,0.2097034711,0.144287431,0.9173062506
Leicester,1713.0,0.5775538216,0.212024663,0.144287431,0.9192143421
Leicester,1733.0,0.5799749937,0.212024663,0.144287431,0.9211152523
Leicester,1737.0,0.5823900993,0.212024663,0.144287431,0.9230033935
Leicester,1748.0,0.5848434791,0.212024663,0.144287431,0.9249130412
Leicester,1753.0,0.5872905573,0.212024663,0.144287431,0.9268091554
Leicester,1755.0,0.5897283151,0.212024663,0.144287431,0.9286722919
Leicester,1767.0,0.5948016878,0.212024663,0.144287431,0.9325555474
Leicester,1775.0,0.5973417793,0.212024663,0.144287431,0.9344853638
Leicester,1788.0,0.5999824425,0.212024663,0.144287431,0.936456712
Leicester,1791.0,0.6026659198,0.212024663,0.144287431,0.9385136839
Leicester,1797.0,0.6053404729,0.212024663,0.144287431,0.9405327216
Leicester,1808.0,0.6080088918,0.212024663,0.144287431,0.9425208515
Leicester,1812.0,0.6080088918,0.2145522156,0.144287431,0.9444600837
Leicester,1813.0,0.6080088918,0.2170771349,0.144287431,0.9463833089
Leicester,1818.0,0.6080088918,0.2170771349,0.1479345852,0.9482795595
Leicester,1820.0,0.6106649009,0.2170771349,0.1479345852,0.9501648594
Leicester,1824.0,0.613333636,0.2170771349,0.1479345852,0.9520749399
Nottingham,0.0,0.0,0.0,0.0,0.0
Nottingham,1.0,0.0,0.0044963028,0.0,0.0054458215
Nottingham,2.0,0.0,0.0067516312,0.0,0.0081665938
Nottingham,3.0,0.0024967694,0.0067516312,0.0,0.0108855561
Nottingham,8.0,0.0049933588,0.0067516312,0.0,0.0136065816
Nottingham,9.0,0.0074895407,0.0067516312,0.0,0.0163272475
Nottingham,14.0,0.0074895407,0.0067516312,0.0031083471,0.0190514784
Nottingham,20.0,0.0099933145,0.0067516312,0.0031083471,0.0217732214
Nottingham,22.0,0.0124979735,0.0067516312,0.0031083471,0.0244944846
Nottingham,26.0,0.0150066364,0.0067516312,0.0031083471,0.0272212904
Nottingham,40.0,0.0175139781,0.0067516312,0.0031083471,0.0299531824
Nottingham,41.0,0.0200197535,0.0067516312,0.0031083471,0.0326836035
Nottingham,44.0,0.0225293497,0.0067516312,0.0031083471,0.0354156029
Nottingham,46.0,0.0275556499,0.0067516312,0.0031083471,0.0408818396
Nottingham,48.0,0.0325981663,0.0067516312,0.0031083471,0.0463559484
Nottingham,54.0,0.0351320342,0.0067516312,0.0031083471,0.0491078161
Nottingham,55.0,0.0351320342,0.0067516312,0.0062179646,0.05186762
Nottingham,61.0,0.0376746047,0.0067516312,0.0062179646,0.0546334213
Nottingham,69.0,0.0376746047,0.0090075819,0.0062179646,0.0574080721
Nottingham,70.0,0.0376746047,0.0112664516,0.0062179646,0.0601811613
Nottingham,74.0,0.0402295596,0.0112664516,0.0062179646,0.0629483135
Nottingham,79.0,0.0427843186,0.0112664516,0.0062179646,0.0657177217
Nottingham,84.0,0.0453410519,0.0112664516,0.0062179646,0.0684897577
Nottingham,85.0,0.0478956647,0.0112664516,0.0062179646,0.0712635675
Nottingham,86.0,0.0504545355,0.0112664516,0.0062179646,0.0740401201
Nottingham,87.0,0.0530091983,0.0112664516,0.0062179646,0.0768126337
Nottingham,89.0,0.0555722595,0.0112664516,0.0062179646,0.0795905458
Nottingham,100.0,0.0555722595,0.0135290995,0.0062179646,0.0823656263
Nottingham,103.0,0.0555722595,0.0135290995,0.0093244061,0.0851410043
Nottingham,106.0,0.0581349286,0.0135290995,0.0093244061,0.0879206713
Nottingham,109.0,0.0581349286,0.0135290995,0.0124350751,0.090705147
Nottingham,110.0,0.0607007924,0.0135290995,0.0124350751,0.0934889199
Nottingham,115.0,0.0632706482,0.0135290995,0.0124350751,0.0962761637
Nottingham,116.0,0.0658374354,0.0135290995,0.0124350751,0.0990609973
Nottingham,118.0,0.0684004489,0.0135290995,0.0124350751,0.1018453473
Nottingham,119.0,0.0709604877,0.0135290995,0.0124350751,0.1046308285
Nottingham,121.0,0.0709604877,0.0157886721,0.0124350751,0.1074255633
Nottingham,122.0,0.0709604877,0.0180441695,0.0124350751,0.1102279211
Nottingham,128.0,0.0709604877,0.0180441695,0.0155403298,0.1130278045
Nottingham,130.0,0.0735390909,0.0180441695,0.0155403298,0.11582664819999999
Nottingham,132.0,0.0761131856,0.0180441695,0.0155403298,0.1186211523
Nottingham,139.0,0.0786888622,0.0180441695,0.0155403298,0.1214181964
Nottingham,143.0,0.0812637107,0.0180441695,0.0155403298,0.1242145996
Nottingham,147.0,0.0812637107,0.0180441695,0.0186802811,0.1270160159
Nottingham,148.0,0.0838425069,0.0180441695,0.0186802811,0.1298159637
Nottingham,149.0,0.0864195664,0.0180441695,0.0186802811,0.1326142313
Nottingham,156.0,0.0889948029,0.0180441695,0.0186802811,0.1354101914
Nottingham,157.0,0.0915695323,0.0180441695,0.0186802811,0.1382096666
Nottingham,159.0,0.0941458711,0.0180441695,0.0186802811,0.1410117488
Nottingham,166.0,0.0967269686,0.0180441695,0.0186802811,0.1438166717
Nottingham,171.0,0.0993209535,0.0180441695,0.0186802811,0.1466327653
Nottingham,174.0,0.1019128641,0.0180441695,0.0186802811,0.1494451158
Nottingham,179.0,0.1045042535,0.0180441695,0.0186802811,0.1522610816
Nottingham,184.0,0.107101729,0.0180441695,0.0186802811,0.1550789065
Nottingham,187.0,0.107101729,0.020314941,0.0186802811,0.157900385
Nottingham,189.0,0.109698678,0.020314941,0.0186802811,0.1607177543
Nottingham,197.0,0.1122932193,0.020314941,0.0186802811,0.1635320408
Nottingham,198.0,0.1148846753,0.020314941,0.0186802811,0.1663508836
Nottingham,205.0,0.1174925935,0.020314941,0.0186802811,0.1691799076
Nottingham,210.0,0.1200946259,0.020314941,0.0186802811,0.1720040187
Nottingham,212.0,0.1226912631,0.020314941,0.0186802811,0.1748237927
Nottingham,218.0,0.1252873649,0.020314941,0.0186802811,0.177647313
Nottingham,221.0,0.1278857775,0.020314941,0.0186802811,0.1804750491
Nottingham,231.0,0.1304836715,0.020314941,0.0186802811,0.1832995688
Nottingham,232.0,0.1330838933,0.020314941,0.0186802811,0.1861283366
Nottingham,241.0,0.1383101661,0.020314941,0.0186802811,0.1918049463
Nottingham,245.0,0.1383101661,0.0225882893,0.0186802811,0.194639367
Nottingham,260.0,0.1383101661,0.0248609666,0.0186802811,0.197471496
Nottingham,266.0,0.1383101661,0.0271361007,0.0186802811,0.2003029057
Nottingham,267.0,0.1409209379,0.0271361007,0.0186802811,0.2031297109
Nottingham,269.0,0.1435406997,0.0271361007,0.0186802811,0.2059605462
Nottingham,279.0,0.1435406997,0.0271361007,0.0218168564,0.2087888644
Nottingham,289.0,0.1435406997,0.0294122524,0.0218168564,0.2116181781
Nottingham,290.0,0.1461599911,0.0294122524,0.0218168564,0.2144408474
Nottingham,291.0,0.1514104778,0.0294122524,0.0249561225,0.222897457
Nottingham,295.0,0.1540409498,0.0294122524,0.0249561225,0.2257362159
Nottingham,297.0,0.1566675818,0.0294122524,0.0249561225,0.2285712874
Nottingham,306.0,0.1592931802,0.0294122524,0.0249561225,0.231408916
Nottingham,317.0,0.1619188443,0.0294122524,0.0249561225,0.2342474531
Nottingham,318.0,0.1645516024,0.0294122524,0.0249561225,0.2370938502
Nottingham,327.0,0.1671861349,0.0294122524,0.0249561225,0.2399407176
Nottingham,330.0,0.1698217294,0.0294122524,0.0249561225,0.2427860772
Nottingham,338.0,0.1698217294,0.03171987,0.0249561225,0.2456324314
Nottingham,339.0,0.1698217294,0.0340243162,0.0249561225,0.2484713772
Nottingham,340.0,0.1698217294,0.0363350589,0.0249561225,0.2513073168
Nottingham,341.0,0.1724574524,0.0363350589,0.0249561225,0.2541414538
Nottingham,342.0,0.1750962867,0.0363350589,0.0249561225,0.2569759726
Nottingham,346.0,0.177732667,0.0363350589,0.0249561225,0.2598075246
Nottingham,351.0,0.1803774477,0.0363350589,0.0249561225,0.2626427013
Nottingham,352.0,0.1830246771,0.0363350589,0.0249561225,0.2654771013
Nottingham,353.0,0.1856805068,0.0363350589,0.0249561225,0.268314314
Nottingham,354.0,0.1883360871,0.0363350589,0.0249561225,0.2711545648
Nottingham,355.0,0.1909903737,0.0363350589,0.0249561225,0.2739904593
Nottingham,357.0,0.1936457026,0.0363350589,0.0249561225,0.276823626
Nottingham,358.0,0.1963149002,0.0363350589,0.0249561225,0.2796641249
Nottingham,362.0,0.1989905436,0.0363350589,0.0249561225,0.2825100515
Nottingham,363.0,0.201662298,0.0363350589,0.0249561225,0.285352814
Nottingham,366.0,0.2070100374,0.0363350589,0.0249561225,0.2910322838
Nottingham,371.0,0.2096866359,0.0363350589,0.0249561225,0.2938740074
Nottingham,376.0,0.2150414696,0.0363350589,0.0249561225,0.2995516412
Nottingham,378.0,0.2150414696,0.0363350589,0.0280934057,0.3024004912
Nottingham,385.0,0.2204032167,0.0363350589,0.0280934057,0.3080764875
Nottingham,386.0,0.2230965088,0.0363350589,0.0280934057,0.3109310345
Nottingham,387.0,0.2257917697,0.0363350589,0.0280934057,0.3137877566
Nottingham,388.0,0.2284841021,0.0386431536,0.0280934057,0.3194785378
Nottingham,389.0,0.2311732255,0.0386431536,0.0280934057,0.3223266437
Nottingham,394.0,0.2338599908,0.0386431536,0.0280934057,0.3251716908
Nottingham,401.0,0.2365596165,0.0386431536,0.0280934057,0.3280268053
Nottingham,402.0,0.2392586482,0.0386431536,0.0280934057,0.3308881033
Nottingham,403.0,0.2419646437,0.0386431536,0.0280934057,0.3337553313
Nottingham,409.0,0.2446726473,0.0386431536,0.0280934057,0.3366290233
Nottingham,411.0,0.2473872083,0.0386431536,0.0280934057,0.3395082981
Nottingham,413.0,0.2473872083,0.0386431536,0.031248444,0.3423877259
Nottingham,414.0,0.2473872083,0.0409555642,0.031248444,0.345263188
Nottingham,418.0,0.2501063916,0.0409555642,0.031248444,0.3481333985
Nottingham,425.0,0.252837855,0.0409555642,0.031248444,0.3510115585
Nottingham,435.0,0.2555616915,0.0432722088,0.031248444,0.3567393206
Nottingham,436.0,0.2582824854,0.0432722088,0.031248444,0.3596015938
Nottingham,440.0,0.2610003735,0.0432722088,0.031248444,0.3624596688
Nottingham,444.0,0.2664491372,0.0432722088,0.031248444,0.368171583
Nottingham,449.0,0.2664491372,0.0455851216,0.031248444,0.3710291683
Nottingham,450.0,0.2664491372,0.0478943118,0.031248444,0.3738976534
Nottingham,457.0,0.2691758321,0.0478943118,0.031248444,0.3767553181
Nottingham,459.0,0.2718997511,0.0478943118,0.031248444,0.3796077968
Nottingham,464.0,0.277361115,0.0478943118,0.031248444,0.3853202933
Nottingham,468.0,0.2800954867,0.0478943118,0.031248444,0.3881859293
Nottingham,478.0,0.2828320487,0.0478943118,0.031248444,0.3910540342
Nottingham,480.0,0.2855761628,0.0478943118,0.031248444,0.3939326262
Nottingham,487.0,0.2883201408,0.0478943118,0.031248444,0.396807904
Nottingham,498.0,0.2883201408,0.0502153139,0.031248444,0.399679341
Nottingham,514.0,0.2938056613,0.0502153139,0.031248444,0.405419801
Nottingham,520.0,0.2965589409,0.0502153139,0.031248444,0.4082940968
Nottingham,521.0,0.2993090704,0.0502153139,0.031248444,0.4111665377
Nottingham,534.0,0.3048253259,0.0502153139,0.031248444,0.4169149546
Nottingham,536.0,0.3048253259,0.0525448738,0.031248444,0.4198090645
Nottingham,542.0,0.3048253259,0.0548716261,0.031248444,0.4226948827
Nottingham,543.0,0.3076058107,0.0548716261,0.031248444,0.4255749733
Nottingham,544.0,0.3076058107,0.0548716261,0.0344383126,0.4284675512
Nottingham,547.0,0.3076058107,0.0572333415,0.0344383126,0.4313588419
Nottingham,549.0,0.3076058107,0.0595957272,0.0344383126,0.4342452527
Nottingham,551.0,0.3103988421,0.0595957272,0.0344383126,0.4371275371
Nottingham,556.0,0.3131952673,0.0595957272,0.0344383126,0.4400162446
Nottingham,560.0,0.3188006796,0.0595957272,0.0344383126,0.445797953
Nottingham,565.0,0.321611953,0.0619649109,0.0344383126,0.4515675034
Nottingham,566.0,0.3244387172,0.0619649109,0.0344383126,0.4544633738
