:centre,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth,Papworth
:days,0.0,0.0,3.0,6.0,12.0,16.0,19.0,25.0,33.0,48.0,66.0,81.0,82.0,87.0,91.0,94.0,95.0,99.0,104.0,119.0,128.0,137.0,140.0,145.0,150.0,184.0,189.0,196.0,198.0,238.0,240.0,244.0,256.0,268.0,307.0,323.0,324.0,343.0,349.0,350.0,373.0,385.0,448.0,458.0,473.0,478.0,482.0,487.0,491.0,524.0,535.0,543.0,579.0,603.0,613.0,621.0,654.0,667.0,685.0,721.0,789.0,821.0,849.0,859.0,861.0,880.0,899.0,923.0,944.0,1027.0,1126.0,1127.0,1289.0,1335.0,1353.0,1361.0,1408.0,1418.0,1468.0,1512.0,1554.0,1562.0,1624.0,1790.0,1815.0,1825.0
:cif-survival,1.0,0.9748455430134241,0.9663762968733588,0.9579236776390483,0.9494905140021712,0.932791829210728,0.9244363074120403,0.9161155625968394,0.9078311962144289,0.8995884827138765,0.8913629433937393,0.8831820880749055,0.875009644933276,0.8668838992099926,0.8588076222612157,0.8507587527503937,0.8427441170146672,0.8268260777714291,0.8188713786710139,0.810966172586406,0.8030418356222159,0.795146379194182,0.7872751954097277,0.7794445001614142,0.7716508111932054,0.7639002694950778,0.7562050644084103,0.7485466648063936,0.7409066422597361,0.7333175886559801,0.7257678106484814,0.7182589498107086,0.7107997877428737,0.7033700442513359,0.6959797681560568,0.6885930898201856,0.681213033435888,0.6738350086972589,0.6665125191827908,0.6520355163064288,0.6447762174888235,0.6374274259407541,0.6300887735603914,0.6227941149025179,0.6155345394513779,0.6082940526475693,0.6010883034827414,0.5939323972717662,0.5868277301651167,0.5797842935975055,0.5727737021638097,0.5658145728547302,0.5588929079762466,0.5520246971020262,0.5452007736405268,0.5383714605671283,0.5315374541644764,0.5247195213939474,0.5178076950377196,0.5036246009370192,0.49629651968761157,0.4889216552086761,0.48151863857886135,0.47418526389265075,0.466869992546769,0.45962293076918487,0.4524061418521253,0.4451956750472652,0.43803828733408906,0.43093686160659284,0.4227277276055442,0.41459291314601504,0.4064200890457337,0.3982377063182774,0.39008747028521135,0.38201120665143684,0.37402990838533134,0.36611093011999946,0.3573505949149858,0.348251646507139,0.33859180520603704,0.3290944206374856,0.31971880039680756,0.31019780053763957,0.3007400585738504,0.3007400585738504
