:centre,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester
:days,0.0,2.0,3.0,4.0,9.0,10.0,12.0,13.0,14.0,16.0,17.0,28.0,29.0,31.0,46.0,47.0,50.0,51.0,54.0,58.0,59.0,65.0,77.0,80.0,90.0,94.0,96.0,101.0,104.0,105.0,106.0,114.0,117.0,118.0,121.0,130.0,132.0,135.0,136.0,147.0,151.0,154.0,156.0,158.0,170.0,171.0,174.0,184.0,185.0,193.0,195.0,217.0,222.0,229.0,231.0,232.0,237.0,239.0,257.0,258.0,272.0,273.0,278.0,279.0,288.0,311.0,312.0,338.0,340.0,345.0,346.0,348.0,350.0,363.0,369.0,371.0,374.0,403.0,419.0,422.0,425.0,426.0,428.0,434.0,444.0,453.0,455.0,461.0,465.0,469.0,483.0,485.0,489.0,492.0,503.0,526.0,528.0,542.0,544.0,559.0,560.0,580.0,593.0,595.0,610.0,614.0,636.0,639.0,640.0,650.0,672.0,680.0,683.0,684.0,693.0,697.0,700.0,714.0,726.0,729.0,742.0,745.0,750.0,758.0,763.0,791.0,802.0,807.0,811.0,813.0,826.0,829.0,872.0,880.0,921.0,962.0,977.0,996.0,1007.0,1011.0,1017.0,1027.0,1030.0,1055.0,1091.0,1115.0,1118.0,1124.0,1135.0,1152.0,1208.0,1215.0,1266.0,1302.0,1317.0,1320.0,1411.0,1417.0,1424.0,1475.0,1517.0,1541.0,1560.0,1582.0,1624.0,1628.0,1647.0,1664.0,1682.0,1701.0,1732.0,1820.0,1825.0
:cif-from-listing,1.0,0.9970129718773837,0.9910359251348053,0.9880351039144062,0.9850165703588726,0.9819925600896878,0.9789542255029859,0.9759183996140735,0.9728789267858098,0.9698351207063202,0.966786987841148,0.963740783746678,0.9576489594538633,0.9545894691644893,0.9515248852283078,0.9484616935494813,0.9453933557192434,0.9423186623765156,0.9392273278543077,0.9361336642779919,0.9330445208424969,0.9299505294793634,0.9268304742097015,0.9237060343201265,0.9205779092090458,0.9174462466768589,0.9143090589948272,0.9111670187798895,0.9048819190991082,0.9017239875404512,0.8954254268114828,0.8922373278045288,0.8890457026942422,0.8858502877031399,0.8826308127548569,0.8794080901447409,0.8761803856943448,0.872955221012652,0.8697247492506247,0.8664692624665393,0.8632181854072631,0.8535078625319635,0.8502588681814051,0.8470126836257474,0.8437686827294418,0.840530012198199,0.837286462041279,0.8340376557957851,0.8307846650693111,0.8275274715596723,0.8242656113490247,0.8210021938229772,0.8144602190288674,0.8111856201759627,0.8079165206923733,0.8046519534039721,0.8013900871140525,0.7981237927228892,0.7948605183684071,0.7916008982129803,0.7882870351382583,0.7849690758312247,0.7816591660002542,0.7750419671473568,0.7717171981120654,0.7683707190037177,0.7584000875097738,0.7550124199335506,0.7516193450130049,0.7482199184892993,0.7448153921698442,0.7414150082768357,0.7380230979067062,0.7346106110921508,0.7311945991376976,0.7277728711580653,0.7243458900546629,0.7209281528979066,0.7141221050911837,0.7107140656598057,0.7072979914202275,0.7038908335264085,0.700493653315015,0.6970835371826167,0.6936671342621803,0.6902434007645977,0.6868287967493395,0.6834206848493263,0.6800218309095798,0.6766149517293097,0.673201337761416,0.6697969827939106,0.6663863579379465,0.662985110569405,0.6595618366866657,0.6561061840057489,0.6526434029438262,0.6491692070182686,0.6457028164102465,0.6422440645526999,0.638795435397395,0.6353217853456985,0.6318544368391572,0.6283774587690187,0.6249115426219967,0.6214342932154174,0.6179488505660834,0.614466706025772,0.6109750997946224,0.6074822506424574,0.6039476535064062,0.6003801872603414,0.5968063252623935,0.5932267990918177,0.5896287559627403,0.5860331767596819,0.5824507609611308,0.5788410548436927,0.5752300883009489,0.571631136086989,0.5680054736558113,0.5643416150351018,0.5606919714271134,0.557052215312621,0.5534253964266248,0.5497196422435222,0.5423182420465159,0.5385627452375029,0.5347425064080902,0.5309043973535421,0.5270476005623934,0.5231822360457179,0.5192575664653989,0.5153247114677029,0.5113655973245426,0.507376310166501,0.5033729476646327,0.4993493034695646,0.4952636140542815,0.4911966014878678,0.4870975555922314,0.4830064053094328,0.4788858757188129,0.4746499293452723,0.4703538233548713,0.4660165513296378,0.4617018583256469,0.45739846673521267,0.45296791404899933,0.4484719447749537,0.4436961974445985,0.4389342790065521,0.43409456854021866,0.42905524955914465,0.4239909709795914,0.4189425992090859,0.41370270598022285,0.40850200263821684,0.4032307661265925,0.3978853946942799,0.3924708091426264,0.3869990857550829,0.381531582270325,0.3759118710757673,0.3700994349646673,0.3643335045942534,0.35861766593528965,0.3528828315319765,0.3471169141955788,0.3412834699553352,0.33543866571194925,0.3295588557309932,0.3295588557309932
