:centre,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester,Manchester
:days,0.0,1.0,2.0,5.0,10.0,28.0,51.0,52.0,53.0,58.0,88.0,91.0,103.0,112.0,119.0,154.0,188.0,198.0,208.0,246.0,262.0,267.0,268.0,301.0,312.0,318.0,327.0,330.0,331.0,344.0,373.0,374.0,394.0,415.0,439.0,449.0,450.0,452.0,472.0,480.0,507.0,511.0,568.0,593.0,595.0,604.0,620.0,625.0,665.0,703.0,704.0,756.0,772.0,776.0,869.0,876.0,923.0,1007.0,1030.0,1045.0,1082.0,1110.0,1147.0,1151.0,1171.0,1186.0,1225.0,1293.0,1445.0,1582.0,1588.0,1662.0,1773.0,1806.0,1825.0
:cif-survival,1.0,0.9904165974960204,0.9808698100543618,0.9713692735875735,0.9618605615421975,0.9523194022461751,0.9428186288313958,0.9333560525357291,0.9239687491705335,0.9145673936301808,0.9051370631859879,0.895777835401206,0.8863405534553266,0.8768766699232093,0.8674722529320626,0.8488663331535115,0.8396278209451178,0.8303868085775974,0.8211981493977497,0.8120351482403703,0.8029045054788414,0.793846640726142,0.7848316516401298,0.7758264036280295,0.7668284133988165,0.757865732007115,0.7488927958624549,0.7399755178544027,0.7310923293123182,0.713123427243264,0.7038318273928337,0.6945369688558841,0.6853034797328532,0.6761320029461183,0.6669847169468701,0.6579178781072144,0.6489337224985945,0.63993921467492,0.6310120101816079,0.6220864276563443,0.6131678350466311,0.6043318009224576,0.5955513109662469,0.5868172373267514,0.5781474209928777,0.569505431468022,0.5609081739920913,0.5523654900041979,0.5437072767209739,0.5345871015085062,0.525540631827686,0.5158946793015232,0.5062694241910093,0.4966633138885827,0.48702892639831996,0.4774955841887739,0.4680347219775174,0.4584978502612985,0.44901896965204313,0.4395329528053186,0.42932553642341365,0.4188217371961367,0.4080849456171536,0.397518640401638,0.38689988049237134,0.37630256562189157,0.3659302020078187,0.3555557301208212,0.34457995936726454,0.33260373154936984,0.3209335643942293,0.3094147759296747,0.29792637525650945,0.2860824530368518,0.2860824530368518
