rec_unit,time,tx_surv,dth_surv,rem_surv
Newcastle,653,0.407163792,0.925189714,0.945984882
Newcastle,660,0.407163792,0.925189714,0.939804613
Newcastle,663,0.403333711,0.925189714,0.939804613
Newcastle,664,0.403333711,0.925189714,0.933504593
Newcastle,668,0.403333711,0.919424133,0.933504593
Newcastle,677,0.399463863,0.919424133,0.933504593
Newcastle,678,0.395553099,0.919424133,0.933504593
Newcastle,680,0.395553099,0.913595767,0.933504593
Newcastle,681,0.391648414,0.913595767,0.933504593
Newcastle,683,0.387762085,0.913595767,0.933504593
Newcastle,685,0.387762085,0.907675515,0.933504593
Newcastle,686,0.383841066,0.907675515,0.933504593
Newcastle,688,0.37994409,0.907675515,0.933504593
Newcastle,689,0.376032193,0.907675515,0.933504593
Newcastle,691,0.37213615,0.907675515,0.933504593
Newcastle,694,0.368253772,0.907675515,0.933504593
Newcastle,695,0.368253772,0.901592973,0.933504593
Newcastle,696,0.368253772,0.901592973,0.92665596
Newcastle,711,0.364352589,0.901592973,0.92665596
Newcastle,714,0.360446849,0.901592973,0.92665596
Newcastle,718,0.360446849,0.901592973,0.919629006
Newcastle,723,0.360446849,0.895359462,0.919629006
Newcastle,724,0.360446849,0.895359462,0.912571146
Newcastle,731,0.356436409,0.895359462,0.912571146
Newcastle,739,0.352426209,0.895359462,0.912571146
Newcastle,743,0.352426209,0.889006458,0.912571146
Newcastle,745,0.352426209,0.882661383,0.912571146
Newcastle,753,0.348356005,0.882661383,0.912571146
Newcastle,755,0.344294488,0.882661383,0.912571146
Newcastle,756,0.344294488,0.882661383,0.904908834
Newcastle,757,0.344294488,0.882661383,0.897226773
Newcastle,759,0.340079441,0.882661383,0.897226773
Newcastle,760,0.335886459,0.882661383,0.897226773
Newcastle,767,0.331699947,0.882661383,0.897226773
Newcastle,769,0.331699947,0.87590537,0.897226773
Newcastle,799,0.323274706,0.87590537,0.897226773
Newcastle,806,0.319026112,0.87590537,0.897226773
Newcastle,809,0.314793452,0.87590537,0.897226773
Newcastle,823,0.310587582,0.87590537,0.897226773
Newcastle,833,0.306375497,0.87590537,0.897226773
Newcastle,837,0.306375497,0.868900382,0.897226773
Newcastle,844,0.302173129,0.868900382,0.897226773
Newcastle,853,0.297994271,0.868900382,0.88898642
Newcastle,854,0.297994271,0.868900382,0.880509335
Newcastle,859,0.293716979,0.868900382,0.880509335
Newcastle,867,0.289447386,0.868900382,0.880509335
Newcastle,884,0.285194836,0.868900382,0.880509335
Newcastle,891,0.280957154,0.868900382,0.880509335
Newcastle,899,0.276752916,0.868900382,0.880509335
Newcastle,904,0.272555483,0.868900382,0.880509335
Newcastle,905,0.268354656,0.868900382,0.880509335
Newcastle,910,0.264124339,0.868900382,0.880509335
Newcastle,917,0.259934881,0.868900382,0.880509335
Newcastle,921,0.259934881,0.868900382,0.870744658
Newcastle,927,0.259934881,0.868900382,0.860870893
Newcastle,932,0.259934881,0.868900382,0.851062728
Newcastle,936,0.255581605,0.868900382,0.851062728
Newcastle,944,0.251267914,0.868900382,0.851062728
Newcastle,945,0.246985437,0.868900382,0.851062728
Newcastle,962,0.24268311,0.868900382,0.851062728
Newcastle,969,0.238421486,0.868900382,0.851062728
Newcastle,995,0.238421486,0.86040223,0.851062728
Newcastle,1002,0.234140963,0.86040223,0.851062728
Newcastle,1006,0.229918222,0.86040223,0.851062728
Newcastle,1016,0.225731509,0.86040223,0.851062728
Newcastle,1028,0.221586145,0.86040223,0.851062728
Newcastle,1032,0.217424701,0.86040223,0.851062728
Newcastle,1038,0.213288277,0.86040223,0.851062728
Newcastle,1046,0.213288277,0.851347304,0.851062728
Newcastle,1055,0.209075386,0.851347304,0.851062728
Newcastle,1063,0.209075386,0.842152114,0.851062728
Newcastle,1069,0.209075386,0.832970983,0.851062728
Newcastle,1078,0.209075386,0.823755868,0.851062728
Newcastle,1079,0.209075386,0.823755868,0.837998105
Newcastle,1085,0.209075386,0.823755868,0.825000161
Newcastle,1098,0.209075386,0.814171288,0.825000161
Newcastle,1107,0.20474143,0.814171288,0.825000161
Newcastle,1110,0.200429599,0.814171288,0.825000161
Newcastle,1115,0.19615375,0.814171288,0.825000161
Newcastle,1132,0.191923606,0.814171288,0.811438167
Newcastle,1135,0.191923606,0.814171288,0.797663396
Newcastle,1150,0.191923606,0.803777842,0.797663396
Newcastle,1160,0.191923606,0.793368467,0.797663396
Newcastle,1165,0.187568987,0.793368467,0.797663396
Newcastle,1167,0.187568987,0.782845114,0.797663396
Newcastle,1179,0.183136808,0.782845114,0.797663396
Newcastle,1181,0.183136808,0.782845114,0.782706161
Newcastle,1186,0.17863883,0.782845114,0.782706161
Newcastle,1189,0.17863883,0.771795307,0.782706161
Newcastle,1193,0.17863883,0.76071962,0.782706161
Newcastle,1234,0.17863883,0.749703899,0.782706161
Newcastle,1269,0.173984317,0.749703899,0.782706161
Newcastle,1274,0.169392808,0.749703899,0.782706161
Newcastle,1324,0.169392808,0.749703899,0.766816361
Newcastle,1332,0.164668324,0.749703899,0.766816361
Newcastle,1333,0.160042253,0.749703899,0.766816361
Newcastle,1342,0.155427588,0.749703899,0.766816361
Newcastle,1349,0.155427588,0.738079552,0.766816361
Newcastle,1356,0.155427588,0.726500261,0.766816361
Newcastle,1361,0.155427588,0.715046119,0.766816361
Newcastle,1370,0.155427588,0.715046119,0.749875885
Newcastle,1376,0.155427588,0.703104221,0.749875885
Newcastle,1394,0.150135853,0.703104221,0.749875885
Newcastle,1405,0.150135853,0.690396689,0.749875885
Newcastle,1446,0.144857305,0.690396689,0.749875885
Newcastle,1452,0.144857305,0.677109039,0.749875885
Newcastle,1465,0.139556919,0.677109039,0.749875885
Newcastle,1469,0.139556919,0.66355364,0.749875885
Newcastle,1478,0.139556919,0.66355364,0.730049816
Newcastle,1482,0.133901662,0.66355364,0.730049816
Newcastle,1502,0.133901662,0.66355364,0.70994229
Newcastle,1511,0.128402305,0.66355364,0.70994229
Newcastle,1528,0.128402305,0.649151989,0.70994229
Newcastle,1531,0.122854031,0.649151989,0.70994229
Newcastle,1595,0.122854031,0.649151989,0.689109409
Newcastle,1611,0.117155888,0.649151989,0.689109409
Newcastle,1624,0.111619371,0.649151989,0.689109409
Newcastle,1639,0.106280714,0.649151989,0.689109409
Newcastle,1644,0.106280714,0.649151989,0.666952324
Newcastle,1647,0.106280714,0.649151989,0.645044725
Newcastle,1671,0.100610364,0.649151989,0.645044725
Newcastle,1702,0.095034046,0.649151989,0.645044725
Newcastle,1788,0.089349001,0.649151989,0.645044725
Newcastle,1791,0.083824108,0.649151989,0.645044725
Newcastle,1792,0.078542889,0.649151989,0.645044725
Newcastle,1799,0.078542889,0.629811927,0.645044725
Newcastle,1826,0.078542889,0.629811927,0.645044725
Leeds,0,1,1,1
Leeds,0,0.998057057,1,1
Leeds,2,0.996113734,1,1
Leeds,5,0.99416906,1,1
Leeds,11,0.992223858,1,1
Leeds,14,0.988340677,1,1
Leeds,15,0.98639364,1,1
Leeds,21,0.984444285,1,1
Leeds,22,0.980553015,1,1
Leeds,23,0.978606041,1,1
Leeds,27,0.97666019,1,1
Leeds,28,0.974712057,1,1
Leeds,29,0.970799159,1,1
Leeds,30,0.968833852,1,1
Leeds,31,0.966867596,1,1
Leeds,32,0.964904424,1,1
Leeds,33,0.962944623,1,1
Leeds,36,0.960986229,1,1
Leeds,39,0.959031216,1,1
Leeds,41,0.957073275,1,1
Leeds,42,0.955117033,1,1
Leeds,43,0.953158432,1,1
Leeds,45,0.949232028,1,1
Leeds,49,0.947266557,1,1
Leeds,52,0.945302373,1,1
Leeds,57,0.943332486,1,1
Leeds,59,0.94135808,1,1
Leeds,61,0.939383049,1,1
Leeds,62,0.937405667,1,1
Leeds,63,0.935422923,1,1
Leeds,77,0.93343638,1,1
Leeds,79,0.931445261,1,1
Leeds,81,0.929446177,1,1
Leeds,86,0.927443231,1,1
Leeds,87,0.925438654,1,1
Leeds,93,0.923436364,1,1
Leeds,97,0.92143218,1,1
Leeds,98,0.919423323,0.995597401,1
Leeds,99,0.917394571,0.995597401,1
Leeds,102,0.915364054,0.995597401,1
Leeds,105,0.913333301,0.995597401,1
Leeds,109,0.911297586,0.995597401,1
Leeds,113,0.909264437,0.995597401,1
Leeds,119,0.907224938,0.995597401,1
Leeds,120,0.905187527,0.995597401,1
Leeds,122,0.90314841,0.995597401,1
Leeds,127,0.901104309,0.995597401,1
Leeds,128,0.899059594,0.995597401,1
Leeds,130,0.897012464,0.995597401,1
Leeds,131,0.894958354,0.995597401,1
Leeds,135,0.892900766,0.995597401,1
Leeds,136,0.886741017,0.995597401,1
Leeds,140,0.884674971,0.995597401,1
Leeds,142,0.880540603,0.995597401,1
Leeds,143,0.878470198,0.995597401,1
Leeds,146,0.876384193,0.995597401,1
Leeds,147,0.874292811,0.995597401,1
Leeds,149,0.872191298,0.995597401,1
Leeds,151,0.867994157,0.995597401,1
Leeds,154,0.865890808,0.995597401,1
Leeds,155,0.86378089,0.995597401,1
Leeds,157,0.861667938,0.995597401,1
Leeds,158,0.859555237,0.995597401,1
Leeds,159,0.857440603,0.995597401,1
Leeds,165,0.855322168,0.995597401,1
Leeds,166,0.853202338,0.995597401,1
Leeds,169,0.851080556,0.995597401,1
Leeds,171,0.848953102,0.995597401,1
Leeds,177,0.846820747,0.995597401,1
Leeds,178,0.844683931,0.995597401,1
Leeds,183,0.842544989,0.995597401,1
Leeds,188,0.842544989,0.993202511,1
Leeds,191,0.840403258,0.990806415,1
Leeds,196,0.838252263,0.990806415,1
Leeds,198,0.836100397,0.990806415,1
Leeds,203,0.829667237,0.990806415,1
Leeds,204,0.827520624,0.990806415,1
Leeds,205,0.825373822,0.990806415,1
Leeds,213,0.821067442,0.990806415,1
Leeds,215,0.81890829,0.990806415,1
Leeds,216,0.816745742,0.990806415,1
Leeds,217,0.814580766,0.990806415,1
Leeds,222,0.812412575,0.990806415,1
Leeds,223,0.810232659,0.990806415,1
Leeds,225,0.803701471,0.990806415,1
Leeds,229,0.801506171,0.990806415,1
Leeds,230,0.799310902,0.990806415,1
Leeds,231,0.797117747,0.990806415,1
Leeds,233,0.794917957,0.990806415,1
Leeds,234,0.790516485,0.990806415,1
Leeds,235,0.788308996,0.990806415,1
Leeds,237,0.788308996,0.990806415,0.997469025
Leeds,239,0.786094153,0.990806415,0.997469025
Leeds,240,0.786094153,0.990806415,0.99492645
Leeds,244,0.783878783,0.990806415,0.99492645
Leeds,245,0.781661791,0.990806415,0.99492645
Leeds,247,0.77944578,0.990806415,0.99492645
Leeds,249,0.77722488,0.990806415,0.99492645
