rage_1,rage_2,rage_3,rage_4,rage_5,rage_6,wait_1,wait_2,wait_3,wait_4,wait_5,graft_1,graft_2,diabetes_0,diabetes_1,dage_1,dage_2,dage_3,dage_4,dage_5,dage_6,dbmi_1,dbmi_2,dbmi_3,dhtn_1,dhtn_2,hla_1,hla_2,hla_3,hla_4
0.84483,0.29385,0,-0.07373,-0.14067,-0.10022,0,0.21323,0.31039,0.45953,0.83033,0,0.22099,-0.3411,0,-0.52485,-0.31482,-0.17204,0,0.42198,0.5792,-0.04701,0,0.0478,-0.2105,0,0,-0.00426,0.17315,0.25438
