:centre,:days,:cif-from-listing
Birmingham,869.0,0.22644604663756263
Birmingham,911.0,0.21996607410550845
Birmingham,972.0,0.2134875401152156
Birmingham,1125.0,0.20642202279381058
Birmingham,1137.0,0.1994548809034953
Birmingham,1274.0,0.19200258073035112
Birmingham,1405.0,0.1845060198368721
Birmingham,1631.0,0.17566815201902572
Birmingham,1825.0,0.17566815201902572
Manchester,0.0,1.0
Manchester,2.0,0.9970129718773837
Manchester,3.0,0.9910359251348053
Manchester,4.0,0.9880351039144062
Manchester,9.0,0.9850165703588726
Manchester,10.0,0.9819925600896878
Manchester,12.0,0.9789542255029859
Manchester,13.0,0.9759183996140735
Manchester,14.0,0.9728789267858098
Manchester,16.0,0.9698351207063202
Manchester,17.0,0.966786987841148
Manchester,28.0,0.963740783746678
Manchester,29.0,0.9576489594538633
Manchester,31.0,0.9545894691644893
Manchester,46.0,0.9515248852283078
Manchester,47.0,0.9484616935494813
Manchester,50.0,0.9453933557192434
Manchester,51.0,0.9423186623765156
Manchester,54.0,0.9392273278543077
Manchester,58.0,0.9361336642779919
Manchester,59.0,0.9330445208424969
Manchester,65.0,0.9299505294793634
Manchester,77.0,0.9268304742097015
Manchester,80.0,0.9237060343201265
Manchester,90.0,0.9205779092090458
Manchester,94.0,0.9174462466768589
Manchester,96.0,0.9143090589948272
Manchester,101.0,0.9111670187798895
Manchester,104.0,0.9048819190991082
Manchester,105.0,0.9017239875404512
Manchester,106.0,0.8954254268114828
Manchester,114.0,0.8922373278045288
Manchester,117.0,0.8890457026942422
Manchester,118.0,0.8858502877031399
Manchester,121.0,0.8826308127548569
Manchester,130.0,0.8794080901447409
Manchester,132.0,0.8761803856943448
Manchester,135.0,0.872955221012652
Manchester,136.0,0.8697247492506247
Manchester,147.0,0.8664692624665393
Manchester,151.0,0.8632181854072631
Manchester,154.0,0.8535078625319635
Manchester,156.0,0.8502588681814051
Manchester,158.0,0.8470126836257474
Manchester,170.0,0.8437686827294418
Manchester,171.0,0.840530012198199
Manchester,174.0,0.837286462041279
Manchester,184.0,0.8340376557957851
Manchester,185.0,0.8307846650693111
Manchester,193.0,0.8275274715596723
Manchester,195.0,0.8242656113490247
Manchester,217.0,0.8210021938229772
Manchester,222.0,0.8144602190288674
Manchester,229.0,0.8111856201759627
Manchester,231.0,0.8079165206923733
Manchester,232.0,0.8046519534039721
Manchester,237.0,0.8013900871140525
Manchester,239.0,0.7981237927228892
Manchester,257.0,0.7948605183684071
Manchester,258.0,0.7916008982129803
Manchester,272.0,0.7882870351382583
Manchester,273.0,0.7849690758312247
Manchester,278.0,0.7816591660002542
Manchester,279.0,0.7750419671473568
Manchester,288.0,0.7717171981120654
Manchester,311.0,0.7683707190037177
Manchester,312.0,0.7584000875097738
Manchester,338.0,0.7550124199335506
Manchester,340.0,0.7516193450130049
Manchester,345.0,0.7482199184892993
Manchester,346.0,0.7448153921698442
Manchester,348.0,0.7414150082768357
Manchester,350.0,0.7380230979067062
Manchester,363.0,0.7346106110921508
Manchester,369.0,0.7311945991376976
Manchester,371.0,0.7277728711580653
Manchester,374.0,0.7243458900546629
Manchester,403.0,0.7209281528979066
Manchester,419.0,0.7141221050911837
Manchester,422.0,0.7107140656598057
Manchester,425.0,0.7072979914202275
Manchester,426.0,0.7038908335264085
Manchester,428.0,0.700493653315015
Manchester,434.0,0.6970835371826167
Manchester,444.0,0.6936671342621803
Manchester,453.0,0.6902434007645977
Manchester,455.0,0.6868287967493395
Manchester,461.0,0.6834206848493263
Manchester,465.0,0.6800218309095798
Manchester,469.0,0.6766149517293097
Manchester,483.0,0.673201337761416
Manchester,485.0,0.6697969827939106
Manchester,489.0,0.6663863579379465
Manchester,492.0,0.662985110569405
Manchester,503.0,0.6595618366866657
Manchester,526.0,0.6561061840057489
Manchester,528.0,0.6526434029438262
Manchester,542.0,0.6491692070182686
Manchester,544.0,0.6457028164102465
Manchester,559.0,0.6422440645526999
Manchester,560.0,0.638795435397395
Manchester,580.0,0.6353217853456985
Manchester,593.0,0.6318544368391572
Manchester,595.0,0.6283774587690187
Manchester,610.0,0.6249115426219967
Manchester,614.0,0.6214342932154174
Manchester,636.0,0.6179488505660834
Manchester,639.0,0.614466706025772
Manchester,640.0,0.6109750997946224
Manchester,650.0,0.6074822506424574
Manchester,672.0,0.6039476535064062
Manchester,680.0,0.6003801872603414
Manchester,683.0,0.5968063252623935
Manchester,684.0,0.5932267990918177
Manchester,693.0,0.5896287559627403
Manchester,697.0,0.5860331767596819
Manchester,700.0,0.5824507609611308
Manchester,714.0,0.5788410548436927
Manchester,726.0,0.5752300883009489
Manchester,729.0,0.571631136086989
Manchester,742.0,0.5680054736558113
Manchester,745.0,0.5643416150351018
Manchester,750.0,0.5606919714271134
Manchester,758.0,0.557052215312621
Manchester,763.0,0.5534253964266248
Manchester,791.0,0.5497196422435222
Manchester,802.0,0.5423182420465159
Manchester,807.0,0.5385627452375029
Manchester,811.0,0.5347425064080902
Manchester,813.0,0.5309043973535421
Manchester,826.0,0.5270476005623934
Manchester,829.0,0.5231822360457179
Manchester,872.0,0.5192575664653989
Manchester,880.0,0.5153247114677029
Manchester,921.0,0.5113655973245426
Manchester,962.0,0.507376310166501
Manchester,977.0,0.5033729476646327
Manchester,996.0,0.4993493034695646
Manchester,1007.0,0.4952636140542815
Manchester,1011.0,0.4911966014878678
Manchester,1017.0,0.4870975555922314
Manchester,1027.0,0.4830064053094328
Manchester,1030.0,0.4788858757188129
Manchester,1055.0,0.4746499293452723
Manchester,1091.0,0.4703538233548713
Manchester,1115.0,0.4660165513296378
Manchester,1118.0,0.4617018583256469
Manchester,1124.0,0.45739846673521267
Manchester,1135.0,0.45296791404899933
Manchester,1152.0,0.4484719447749537
Manchester,1208.0,0.4436961974445985
Manchester,1215.0,0.4389342790065521
Manchester,1266.0,0.43409456854021866
Manchester,1302.0,0.42905524955914465
Manchester,1317.0,0.4239909709795914
Manchester,1320.0,0.4189425992090859
Manchester,1411.0,0.41370270598022285
Manchester,1417.0,0.40850200263821684
Manchester,1424.0,0.4032307661265925
Manchester,1475.0,0.3978853946942799
Manchester,1517.0,0.3924708091426264
Manchester,1541.0,0.3869990857550829
Manchester,1560.0,0.381531582270325
Manchester,1582.0,0.3759118710757673
Manchester,1624.0,0.3700994349646673
Manchester,1628.0,0.3643335045942534
Manchester,1647.0,0.35861766593528965
Manchester,1664.0,0.3528828315319765
Manchester,1682.0,0.3471169141955788
Manchester,1701.0,0.3412834699553352
Manchester,1732.0,0.33543866571194925
Manchester,1820.0,0.3295588557309932
Manchester,1825.0,0.3295588557309932
