:centre,:days,:cif-from-listing
Papworth,100.0,0.8958071250837272
Papworth,123.0,0.8922999286837703
Papworth,124.0,0.8888003068826655
Papworth,129.0,0.8852941433990668
Papworth,130.0,0.8817911354224515
Papworth,131.0,0.8748071707376925
Papworth,132.0,0.8713191149181213
Papworth,133.0,0.8678276692057019
Papworth,135.0,0.8643313203274005
Papworth,143.0,0.8608430598189847
Papworth,154.0,0.857320671280018
Papworth,158.0,0.8537934745932487
Papworth,161.0,0.8502712676575874
Papworth,165.0,0.8467566164082919
Papworth,166.0,0.8432451207955877
Papworth,178.0,0.8397195736570673
Papworth,180.0,0.8361956884272981
Papworth,182.0,0.8291708850608299
Papworth,194.0,0.8256474918796781
Papworth,199.0,0.8221300080839186
Papworth,201.0,0.8151150093676844
Papworth,205.0,0.8116116521105307
Papworth,223.0,0.808116516830281
Papworth,226.0,0.8046253918672195
Papworth,227.0,0.8011372992378263
Papworth,233.0,0.7976433828838018
Papworth,237.0,0.7941351212197035
Papworth,239.0,0.7906321804428494
Papworth,245.0,0.787133786498185
Papworth,249.0,0.7836322820290573
Papworth,251.0,0.7801366463333179
Papworth,258.0,0.7766370686959467
Papworth,261.0,0.7731431550980024
Papworth,269.0,0.7696453040682447
Papworth,271.0,0.7626720354254095
Papworth,282.0,0.7591759654345236
Papworth,290.0,0.7556422666735426
Papworth,294.0,0.752103535885247
Papworth,297.0,0.7485690715907328
Papworth,302.0,0.745029519790103
Papworth,304.0,0.7379591158505944
Papworth,310.0,0.7344202827173711
Papworth,320.0,0.727347990836886
Papworth,325.0,0.7238009178289513
Papworth,333.0,0.7202490947940801
Papworth,336.0,0.716702119526433
Papworth,338.0,0.7131601853681276
Papworth,342.0,0.7096223252588757
Papworth,343.0,0.7060890046669851
Papworth,353.0,0.7025604344096046
Papworth,355.0,0.6990391174439705
Papworth,361.0,0.6955275539339034
Papworth,364.0,0.6920230204664993
Papworth,371.0,0.6885099571576958
Papworth,377.0,0.6850070454330695
Papworth,379.0,0.6815008063726887
Papworth,383.0,0.6780042251770334
Papworth,386.0,0.6745022231753693
Papworth,400.0,0.6709660848947064
Papworth,406.0,0.6674380950889257
Papworth,409.0,0.6639149740902757
Papworth,437.0,0.6568562872610197
Papworth,444.0,0.653336606618603
Papworth,448.0,0.6463092306872449
Papworth,456.0,0.6427986498868901
Papworth,472.0,0.6392751003733953
Papworth,475.0,0.635744548466238
Papworth,477.0,0.6322249641129444
Papworth,488.0,0.6287093318644689
Papworth,492.0,0.6252049579906177
Papworth,499.0,0.6217059086696767
Papworth,509.0,0.6182179743075173
Papworth,514.0,0.6112525434819752
Papworth,516.0,0.6077608140456229
Papworth,538.0,0.6042789542420895
Papworth,543.0,0.6007919248273679
Papworth,549.0,0.5972968883566112
Papworth,555.0,0.5938097025886451
Papworth,595.0,0.5902946649801546
Papworth,598.0,0.586791919507218
Papworth,599.0,0.5798172713779131
Papworth,606.0,0.5728537791940066
Papworth,617.0,0.5693634309782896
Papworth,631.0,0.5658667977187603
Papworth,634.0,0.5623553117157258
Papworth,638.0,0.5588402547662565
Papworth,639.0,0.5553335304796656
Papworth,665.0,0.5517678870525989
Papworth,675.0,0.5482138328052306
Papworth,682.0,0.5446708988374229
Papworth,689.0,0.5411233507253064
Papworth,693.0,0.5375362567643506
Papworth,697.0,0.5339625482848996
Papworth,709.0,0.5268085445231055
Papworth,721.0,0.5231633010753212
Papworth,725.0,0.5159122505961711
Papworth,733.0,0.5122717984812427
Papworth,750.0,0.5085404800948208
Papworth,756.0,0.504822755266496
Papworth,762.0,0.5011079482054122
Papworth,764.0,0.49735267050046383
Papworth,790.0,0.49356728953889717
Papworth,826.0,0.48972583469014935
Papworth,830.0,0.485901521017551
Papworth,840.0,0.4820397210289614
Papworth,849.0,0.4781660674431247
Papworth,877.0,0.47429579234086583
Papworth,886.0,0.47043724884926047
Papworth,893.0,0.466597332739997
Papworth,907.0,0.46267295560899635
Papworth,922.0,0.4587173132961222
Papworth,950.0,0.454756025843639
Papworth,962.0,0.45081475860027714
Papworth,968.0,0.4468723733258468
Papworth,969.0,0.44294382612102096
Papworth,1014.0,0.43894711492713423
Papworth,1032.0,0.4349318622304182
Papworth,1033.0,0.4309314248887242
Papworth,1050.0,0.4268927941824032
Papworth,1087.0,0.4228232262061875
Papworth,1090.0,0.4187450275511543
Papworth,1133.0,0.4145772972682573
Papworth,1153.0,0.41039895969067974
Papworth,1164.0,0.4061944772745313
Papworth,1177.0,0.4019790890571926
Papworth,1189.0,0.3977551758664521
Papworth,1315.0,0.39344832187240303
Papworth,1325.0,0.3890991436681797
Papworth,1344.0,0.3846825244371195
Papworth,1346.0,0.3802897457140017
Papworth,1365.0,0.37589581775400976
Papworth,1419.0,0.37144354279373554
Papworth,1432.0,0.3669233419734652
Papworth,1441.0,0.36239055536303877
Papworth,1459.0,0.35781860888629147
Papworth,1474.0,0.3532221663798672
Papworth,1507.0,0.3486496921207254
Papworth,1536.0,0.3438432968604831
Papworth,1553.0,0.3390289384107289
Papworth,1634.0,0.33409833755772544
Papworth,1645.0,0.32915085389917026
Papworth,1697.0,0.3241562994480373
Papworth,1744.0,0.31905502346100795
Papworth,1774.0,0.3139022714586845
Papworth,1780.0,0.30878038541253383
Papworth,1785.0,0.3036439331796672
Papworth,1787.0,0.2985361562881801
Papworth,1825.0,0.2985361562881801
Harefield,0.0,1.0
Harefield,2.0,0.9977031127861027
Harefield,6.0,0.9954080213781091
Harefield,10.0,0.9931145619286333
Harefield,11.0,0.9885198406889902
Harefield,18.0,0.9862101382105314
Harefield,19.0,0.9839036990097276
Harefield,21.0,0.9792943512302896
Harefield,22.0,0.9769919116451852
Harefield,23.0,0.9746870826627463
Harefield,26.0,0.9723836694777702
Harefield,31.0,0.9700821933161533
Harefield,38.0,0.9677798169475343
Harefield,43.0,0.9654765696111524
Harefield,44.0,0.9631751832242464
Harefield,46.0,0.9585818325524504
Harefield,53.0,0.9562844310972123
Harefield,54.0,0.9539857231676254
Harefield,55.0,0.9494001814336882
Harefield,65.0,0.947103349532395
Harefield,69.0,0.9448082425235576
Harefield,70.0,0.9402272404992272
Harefield,73.0,0.9379358537659641
Harefield,76.0,0.9333546413928715
Harefield,84.0,0.931062037001872
Harefield,85.0,0.9264869290614024
Harefield,90.0,0.9242011239126943
Harefield,95.0,0.9219141304096723
Harefield,96.0,0.9196268064957818
Harefield,97.0,0.9173427103016641
Harefield,101.0,0.9127798757957655
Harefield,102.0,0.9104958117661248
Harefield,103.0,0.9082143303752416
Harefield,104.0,0.9059312777638542
Harefield,108.0,0.9036461753587229
Harefield,109.0,0.9013629674413698
Harefield,113.0,0.899077483602152
Harefield,116.0,0.896795231747512
Harefield,119.0,0.8945156294186332
Harefield,120.0,0.8922356255591979
Harefield,121.0,0.8899574251761939
Harefield,123.0,0.8876774151991872
Harefield,130.0,0.8853956497100545
Harefield,137.0,0.8831168445109581
Harefield,140.0,0.880836976747078
Harefield,142.0,0.8785590707688737
Harefield,143.0,0.876280832293101
Harefield,146.0,0.8740020217914775
Harefield,148.0,0.8717264390217889
Harefield,152.0,0.8694459250658515
Harefield,153.0,0.867165028017431
Harefield,154.0,0.8648860101368694
Harefield,156.0,0.8626107004011654
Harefield,158.0,0.8603375008328922
Harefield,159.0,0.8580639092672925
Harefield,160.0,0.855793086836645
Harefield,161.0,0.8535241167783316
Harefield,163.0,0.8512541907086109
Harefield,165.0,0.8489874490459666
Harefield,166.0,0.8444607482734086
Harefield,167.0,0.8421996167496234
Harefield,171.0,0.8399403764027037
Harefield,175.0,0.8376783197682514
Harefield,176.0,0.8309063903847425
Harefield,177.0,0.828639281047993
Harefield,182.0,0.8263729774621834
Harefield,184.0,0.8241058911892397
Harefield,186.0,0.8218371113888638
Harefield,187.0,0.817304783349724
Harefield,192.0,0.8150319593789811
Harefield,205.0,0.8127505888308441
Harefield,211.0,0.8104623313314594
Harefield,216.0,0.8081777345145158
Harefield,225.0,0.8058970305650544
Harefield,226.0,0.8013375880067467
Harefield,227.0,0.7990567067159995
Harefield,234.0,0.7967784695523619
Harefield,241.0,0.7944999100255221
Harefield,251.0,0.7922245057603468
Harefield,256.0,0.7899464742843602
Harefield,258.0,0.7876679132039028
Harefield,261.0,0.7853915998568057
Harefield,263.0,0.7831189110189525
Harefield,267.0,0.7808486936867832
Harefield,272.0,0.7785759265121189
Harefield,273.0,0.7763052488977062
Harefield,277.0,0.7740367190948004
Harefield,281.0,0.771770459685265
Harefield,282.0,0.7695077328844075
Harefield,285.0,0.7672484015875971
Harefield,286.0,0.7649886118702101
Harefield,298.0,0.7627280698845942
Harefield,300.0,0.7604667612196373
Harefield,301.0,0.7582049887446327
Harefield,309.0,0.7559469776743963
Harefield,313.0,0.7514362851969434
Harefield,318.0,0.749179604161144
Harefield,322.0,0.7469255079951449
Harefield,327.0,0.744675321719195
Harefield,329.0,0.7424290428634384
Harefield,337.0,0.737951398297703
Harefield,342.0,0.7357041020878483
Harefield,345.0,0.7334586581877407
Harefield,348.0,0.7289697636200275
Harefield,351.0,0.7267262701995071
Harefield,354.0,0.7244854495809442
Harefield,356.0,0.72224885246203
Harefield,358.0,0.7200161723800717
Harefield,360.0,0.7177769423730462
Harefield,364.0,0.715540116378601
Harefield,372.0,0.7132976134980804
Harefield,378.0,0.7110542180861152
Harefield,379.0,0.7088047137646472
Harefield,385.0,0.7065408917516414
Harefield,387.0,0.7042767423537979
Harefield,395.0,0.7020119430187023
Harefield,402.0,0.6997472221951873
Harefield,405.0,0.6974812048362901
Harefield,407.0,0.6952125004081366
Harefield,408.0,0.6929418052184464
Harefield,411.0,0.69065846298516
Harefield,414.0,0.6883784653277945
Harefield,415.0,0.6861027362241594
Harefield,423.0,0.6838267260535743
Harefield,429.0,0.6815457714196077
Harefield,430.0,0.6792685920553247
Harefield,433.0,0.6769959524624685
Harefield,437.0,0.674726654042133
Harefield,441.0,0.6701940077504702
Harefield,461.0,0.6679268103308106
Harefield,462.0,0.6634066788975786
Harefield,466.0,0.6611489762387921
Harefield,472.0,0.658891147351353
Harefield,473.0,0.6566257234791995
Harefield,481.0,0.6543606433928003
Harefield,484.0,0.6520884324081269
Harefield,498.0,0.6498190328141688
Harefield,499.0,0.6475492798284082
Harefield,511.0,0.6452797302706881
Harefield,539.0,0.6430003492976533
Harefield,543.0,0.6407092772548456
Harefield,548.0,0.6384080762338582
Harefield,556.0,0.6361096725207291
Harefield,557.0,0.6338088390104274
Harefield,563.0,0.6315108510964065
Harefield,564.0,0.6292121943799789
Harefield,570.0,0.626906162142358
Harefield,573.0,0.6245876713239076
Harefield,589.0,0.6222743374118067
Harefield,592.0,0.6199536363203223
Harefield,596.0,0.6153165363764858
Harefield,601.0,0.6129898454459627
Harefield,608.0,0.6106510889767199
Harefield,615.0,0.6083133547647821
Harefield,626.0,0.6059632836476532
Harefield,630.0,0.6036007510242337
Harefield,642.0,0.6012369410098334
Harefield,650.0,0.5988770734051543
Harefield,658.0,0.5941678333907131
Harefield,660.0,0.5918123685068859
Harefield,662.0,0.589459915237578
Harefield,668.0,0.5870986073695941
Harefield,675.0,0.5847296870244293
Harefield,691.0,0.5823484489778799
Harefield,699.0,0.5776045353786711
Harefield,702.0,0.5752143949882074
Harefield,705.0,0.5728193631562504
Harefield,711.0,0.5704213361331826
Harefield,729.0,0.5680060166614107
Harefield,742.0,0.5655725271466502
Harefield,744.0,0.5631353221325974
Harefield,749.0,0.5606959906617746
Harefield,751.0,0.5582626396585338
Harefield,765.0,0.5558137857375541
Harefield,774.0,0.5533356206027956
Harefield,797.0,0.5508124554291587
Harefield,798.0,0.548283163223097
Harefield,806.0,0.545742362577839
Harefield,822.0,0.5431865754413822
Harefield,842.0,0.540550390133996
Harefield,849.0,0.5378959068057102
Harefield,854.0,0.5352228826481813
Harefield,858.0,0.5325392076021527
Harefield,877.0,0.5298124457314497
Harefield,879.0,0.5270934809446014
Harefield,883.0,0.5243315333508369
Harefield,886.0,0.5215677083649266
Harefield,890.0,0.5188117971767404
Harefield,893.0,0.516054327906777
Harefield,895.0,0.510568531673289
Harefield,912.0,0.5077891431797652
Harefield,913.0,0.505015493456121
Harefield,921.0,0.4994739885148076
Harefield,929.0,0.4966588615103036
Harefield,942.0,0.4938299145588118
Harefield,950.0,0.49100881443239713
Harefield,955.0,0.48819711270706423
Harefield,967.0,0.4853835451346616
Harefield,1004.0,0.4796759260626444
Harefield,1006.0,0.47682915581061247
Harefield,1008.0,0.47398789187723184
Harefield,1014.0,0.4711492433682791
Harefield,1050.0,0.4682619920814588
Harefield,1051.0,0.4653797430972078
Harefield,1094.0,0.46247982094776663
Harefield,1104.0,0.456678901986661
Harefield,1118.0,0.4537398631413018
Harefield,1134.0,0.4507788574018952
Harefield,1173.0,0.44771939317158027
Harefield,1179.0,0.44465164556669545
Harefield,1193.0,0.4415591197204903
Harefield,1201.0,0.43844861480801095
Harefield,1213.0,0.43530255698625747
Harefield,1221.0,0.43214285949395176
Harefield,1290.0,0.4287621688133494
Harefield,1306.0,0.4253179925796784
Harefield,1374.0,0.42169677596056787
Harefield,1384.0,0.4180715862159329
Harefield,1386.0,0.4144575773193382
Harefield,1403.0,0.4108359859783711
Harefield,1428.0,0.4070931203029314
Harefield,1477.0,0.40322024271473994
Harefield,1507.0,0.39926302831760097
Harefield,1534.0,0.3951637226144782
Harefield,1590.0,0.39088608993640894
Harefield,1618.0,0.3864628081023339
Harefield,1622.0,0.38205826770504925
Harefield,1646.0,0.3775400695271458
Harefield,1732.0,0.37276339349108245
Harefield,1742.0,0.36801747325047096
Harefield,1769.0,0.36330532973534235
Harefield,1793.0,0.35859463773204137
Harefield,1806.0,0.3538813183055215
Harefield,1808.0,0.34920256405599703
Harefield,1825.0,0.34920256405599703
Birmingham,0.0,1.0
Birmingham,10.0,0.9911550625433181
Birmingham,17.0,0.9822998136164615
Birmingham,24.0,0.973488957247733
Birmingham,30.0,0.9646595998029189
Birmingham,31.0,0.9558728062581789
Birmingham,36.0,0.9471269285701773
Birmingham,40.0,0.9384247483572083
Birmingham,43.0,0.9297705447491063
Birmingham,48.0,0.9125879255171304
Birmingham,50.0,0.9040232424751615
Birmingham,54.0,0.8954789729291159
Birmingham,55.0,0.8869669442000815
Birmingham,58.0,0.8784923601928064
Birmingham,59.0,0.8700526399157613
Birmingham,60.0,0.8533062348289926
Birmingham,61.0,0.8366736416010103
Birmingham,64.0,0.8284018163507184
Birmingham,65.0,0.8201209512501562
Birmingham,78.0,0.8118853556047739
Birmingham,97.0,0.7955729286945279
Birmingham,111.0,0.779400875174873
Birmingham,112.0,0.7633793294746777
Birmingham,115.0,0.7553915487859418
Birmingham,118.0,0.7474498725016498
Birmingham,124.0,0.7395387777009288
Birmingham,126.0,0.7316741435451517
Birmingham,131.0,0.7238005414985814
Birmingham,134.0,0.7159306860962871
Birmingham,136.0,0.7081126033261138
Birmingham,156.0,0.7003363580576887
Birmingham,173.0,0.6925358575752477
Birmingham,177.0,0.677073566099605
Birmingham,178.0,0.6693671673322812
Birmingham,186.0,0.6616861476581192
Birmingham,189.0,0.6540535161522201
Birmingham,202.0,0.6389473563759309
Birmingham,212.0,0.63143760292766
Birmingham,217.0,0.6239623396228448
Birmingham,224.0,0.6165142601503566
Birmingham,231.0,0.6090887739645542
Birmingham,235.0,0.6016982081676392
Birmingham,248.0,0.5943333554442015
Birmingham,262.0,0.5870006949686247
Birmingham,273.0,0.5797154866800411
Birmingham,279.0,0.5724587264032016
Birmingham,282.0,0.5652447781222715
Birmingham,292.0,0.5580775186868175
Birmingham,311.0,0.5508670648889332
Birmingham,315.0,0.5437060828688275
Birmingham,318.0,0.5365947496743315
Birmingham,323.0,0.5295343565495291
Birmingham,329.0,0.5224407394522975
Birmingham,335.0,0.5153854058024468
Birmingham,340.0,0.5083594892966019
Birmingham,350.0,0.5013542873482763
Birmingham,375.0,0.49438276950727417
Birmingham,386.0,0.48744905454860277
Birmingham,387.0,0.48056508773496653
Birmingham,397.0,0.4737132884571337
Birmingham,410.0,0.46689496352103754
Birmingham,412.0,0.46013693226982266
Birmingham,414.0,0.4533679393338019
Birmingham,418.0,0.44658297360405946
Birmingham,419.0,0.4331838301927873
Birmingham,428.0,0.42645781619715145
Birmingham,436.0,0.4197728918288698
Birmingham,450.0,0.41302028130778645
Birmingham,456.0,0.40630243876809735
Birmingham,463.0,0.3996432978501269
Birmingham,504.0,0.3930428917306572
Birmingham,531.0,0.38638127779127207
Birmingham,535.0,0.3797693763818484
Birmingham,546.0,0.3732193709215532
Birmingham,549.0,0.36671528503911394
Birmingham,558.0,0.3601842696388322
Birmingham,559.0,0.3537117578768596
Birmingham,575.0,0.34729614940807124
Birmingham,592.0,0.34092605403848464
Birmingham,600.0,0.33454151665101844
Birmingham,616.0,0.3282289574477293
Birmingham,625.0,0.3219913931432099
Birmingham,664.0,0.3156152048026949
Birmingham,670.0,0.30930791279588876
Birmingham,674.0,0.3030479357356742
Birmingham,680.0,0.2968569770162002
Birmingham,711.0,0.29054077638692877
Birmingham,762.0,0.2840615179142349
Birmingham,771.0,0.27765303582299866
Birmingham,779.0,0.27122992338657553
Birmingham,784.0,0.2648138903706702
Birmingham,789.0,0.2584464968544538
Birmingham,790.0,0.24598867602577484
Birmingham,831.0,0.2395179976289268
Birmingham,861.0,0.23299336715870647
