:centre,:days,:cif-survival
Harefield,42.0,0.8397132140696548
Harefield,44.0,0.8324237328425761
Harefield,49.0,0.8251661501894187
Harefield,52.0,0.8107952454528099
Harefield,64.0,0.8036295000004507
Harefield,72.0,0.7964921502413234
Harefield,115.0,0.7892816782323233
Harefield,123.0,0.7821167122687225
Harefield,127.0,0.7749994855666446
Harefield,141.0,0.7679229983948346
Harefield,144.0,0.7608890989118501
Harefield,163.0,0.7538931755863931
Harefield,164.0,0.7469396263872197
Harefield,166.0,0.7399801621076711
Harefield,190.0,0.7330587064122374
Harefield,191.0,0.7261615171573097
Harefield,198.0,0.7192996280997992
Harefield,203.0,0.7124772681616847
Harefield,213.0,0.7057008125810185
Harefield,215.0,0.6989726148533706
Harefield,216.0,0.6922816929724487
Harefield,269.0,0.6856319242498654
Harefield,298.0,0.678995335947296
Harefield,348.0,0.6723030435468341
Harefield,361.0,0.6655801188153824
Harefield,398.0,0.6587661703319856
Harefield,412.0,0.6519256051739187
Harefield,415.0,0.6451329310351636
Harefield,436.0,0.6383439855214113
Harefield,441.0,0.6315941361149676
Harefield,463.0,0.6248804384510064
Harefield,505.0,0.6181979463293009
Harefield,548.0,0.6115504487214777
Harefield,552.0,0.6049285122231818
Harefield,644.0,0.598352725270744
Harefield,652.0,0.5917260755677589
Harefield,660.0,0.585104021911495
Harefield,661.0,0.5785321504859374
Harefield,697.0,0.5719029571498934
Harefield,739.0,0.564989893931761
Harefield,740.0,0.5581208952690463
Harefield,753.0,0.5511835692740399
Harefield,755.0,0.5442869576310926
Harefield,811.0,0.5371256988111531
Harefield,826.0,0.53001620392137
Harefield,836.0,0.5229611491113583
Harefield,838.0,0.5159574501428863
Harefield,907.0,0.5090019265209803
Harefield,938.0,0.5020929170501384
Harefield,954.0,0.4952407250159847
Harefield,987.0,0.4883966892441767
Harefield,1008.0,0.4815478148216775
Harefield,1066.0,0.4746461163586429
Harefield,1136.0,0.46678835646676625
Harefield,1148.0,0.4588740983697969
Harefield,1191.0,0.45076286876904914
Harefield,1317.0,0.4426586780814247
Harefield,1343.0,0.4345835541848684
Harefield,1351.0,0.4264660806502991
Harefield,1557.0,0.41529165170506016
Harefield,1563.0,0.4043106751078128
Harefield,1645.0,0.39336984870229963
Harefield,1733.0,0.38259414362408584
Harefield,1745.0,0.37198063900525535
Harefield,1762.0,0.3612119116521656
Harefield,1783.0,0.35023638658672684
Harefield,1784.0,0.339447711465385
Harefield,1825.0,0.339447711465385
Manchester,0.0,1.0
Manchester,1.0,0.9904165974960204
Manchester,2.0,0.9808698100543618
Manchester,5.0,0.9713692735875735
Manchester,10.0,0.9618605615421975
Manchester,28.0,0.9523194022461751
Manchester,51.0,0.9428186288313958
Manchester,52.0,0.9333560525357291
Manchester,53.0,0.9239687491705335
Manchester,58.0,0.9145673936301808
Manchester,88.0,0.9051370631859879
Manchester,91.0,0.895777835401206
Manchester,103.0,0.8863405534553266
Manchester,112.0,0.8768766699232093
Manchester,119.0,0.8674722529320626
Manchester,154.0,0.8488663331535115
Manchester,188.0,0.8396278209451178
Manchester,198.0,0.8303868085775974
Manchester,208.0,0.8211981493977497
Manchester,246.0,0.8120351482403703
Manchester,262.0,0.8029045054788414
Manchester,267.0,0.793846640726142
Manchester,268.0,0.7848316516401298
Manchester,301.0,0.7758264036280295
Manchester,312.0,0.7668284133988165
Manchester,318.0,0.757865732007115
Manchester,327.0,0.7488927958624549
Manchester,330.0,0.7399755178544027
Manchester,331.0,0.7310923293123182
Manchester,344.0,0.713123427243264
Manchester,373.0,0.7038318273928337
Manchester,374.0,0.6945369688558841
Manchester,394.0,0.6853034797328532
Manchester,415.0,0.6761320029461183
Manchester,439.0,0.6669847169468701
Manchester,449.0,0.6579178781072144
Manchester,450.0,0.6489337224985945
Manchester,452.0,0.63993921467492
Manchester,472.0,0.6310120101816079
Manchester,480.0,0.6220864276563443
Manchester,507.0,0.6131678350466311
Manchester,511.0,0.6043318009224576
Manchester,568.0,0.5955513109662469
Manchester,593.0,0.5868172373267514
Manchester,595.0,0.5781474209928777
Manchester,604.0,0.569505431468022
Manchester,620.0,0.5609081739920913
Manchester,625.0,0.5523654900041979
Manchester,665.0,0.5437072767209739
Manchester,703.0,0.5345871015085062
Manchester,704.0,0.525540631827686
Manchester,756.0,0.5158946793015232
Manchester,772.0,0.5062694241910093
Manchester,776.0,0.4966633138885827
Manchester,869.0,0.48702892639831996
Manchester,876.0,0.4774955841887739
Manchester,923.0,0.4680347219775174
Manchester,1007.0,0.4584978502612985
Manchester,1030.0,0.44901896965204313
Manchester,1045.0,0.4395329528053186
Manchester,1082.0,0.42932553642341365
Manchester,1110.0,0.4188217371961367
Manchester,1147.0,0.4080849456171536
Manchester,1151.0,0.397518640401638
Manchester,1171.0,0.38689988049237134
Manchester,1186.0,0.37630256562189157
Manchester,1225.0,0.3659302020078187
Manchester,1293.0,0.3555557301208212
Manchester,1445.0,0.34457995936726454
Manchester,1582.0,0.33260373154936984
Manchester,1588.0,0.3209335643942293
Manchester,1662.0,0.3094147759296747
Manchester,1773.0,0.29792637525650945
Manchester,1806.0,0.2860824530368518
Manchester,1825.0,0.2860824530368518
Newcastle,0.0,1.0
Newcastle,1.0,0.9931464768688888
Newcastle,3.0,0.9863049321199515
Newcastle,5.0,0.9794862284756741
Newcastle,6.0,0.9726980353904133
Newcastle,8.0,0.9659234670937051
Newcastle,11.0,0.9591727138611817
Newcastle,12.0,0.9524134517508674
Newcastle,14.0,0.9456471241730593
Newcastle,17.0,0.9321881783258494
Newcastle,18.0,0.9254901461054985
Newcastle,19.0,0.9122053446764766
Newcastle,21.0,0.9055813774617631
Newcastle,24.0,0.8924369145497432
Newcastle,26.0,0.8858941693517144
Newcastle,32.0,0.8728412246421093
Newcastle,34.0,0.8663382711106616
Newcastle,43.0,0.8597964315967087
Newcastle,45.0,0.8532822599779355
Newcastle,49.0,0.8403611745914784
Newcastle,55.0,0.8339285678102276
Newcastle,61.0,0.8275313567635671
Newcastle,62.0,0.821158132211411
Newcastle,84.0,0.8147779820566021
Newcastle,90.0,0.8084023588268406
Newcastle,102.0,0.801893880569012
Newcastle,109.0,0.7954018621337942
Newcastle,118.0,0.7889162986182405
Newcastle,127.0,0.7824702745458212
Newcastle,149.0,0.7760579563457249
Newcastle,163.0,0.7696404393590252
Newcastle,166.0,0.7568895804901451
Newcastle,176.0,0.7504977674563654
Newcastle,177.0,0.7441156910004756
Newcastle,180.0,0.7377496812562918
Newcastle,182.0,0.7314207617250745
Newcastle,185.0,0.7251090358264785
Newcastle,189.0,0.7188238420844983
Newcastle,191.0,0.7125773475095085
Newcastle,227.0,0.706359421428129
Newcastle,231.0,0.7001550780341083
Newcastle,252.0,0.6939644277948629
Newcastle,256.0,0.6877823904920504
Newcastle,271.0,0.681627675892871
Newcastle,300.0,0.6754997133424027
Newcastle,301.0,0.6693820284862545
Newcastle,349.0,0.6632208824889282
Newcastle,373.0,0.6567893362409374
Newcastle,375.0,0.6503579871474455
Newcastle,421.0,0.6437635342986933
Newcastle,444.0,0.6371677673214451
Newcastle,463.0,0.6306183577628932
Newcastle,465.0,0.6240433638922693
Newcastle,471.0,0.6174388311768488
Newcastle,490.0,0.6108565962216403
Newcastle,492.0,0.6042841570498974
Newcastle,528.0,0.5977336028812852
Newcastle,534.0,0.5911983337512137
Newcastle,588.0,0.5846905756474066
Newcastle,925.0,0.576589874106354
Newcastle,969.0,0.5684493000821623
Newcastle,999.0,0.560102550810832
Newcastle,1032.0,0.5514791230224582
Newcastle,1038.0,0.5428347201999137
Newcastle,1049.0,0.5342523883660185
Newcastle,1066.0,0.5257530247572824
Newcastle,1087.0,0.5172757183299449
Newcastle,1090.0,0.5087976792503744
Newcastle,1107.0,0.5003181525060039
Newcastle,1117.0,0.49187062249933977
Newcastle,1191.0,0.48312928888821544
Newcastle,1246.0,0.47445060141910633
Newcastle,1410.0,0.4656620581382155
Newcastle,1440.0,0.4565171154773355
Newcastle,1571.0,0.4467992213666722
Newcastle,1618.0,0.43714211023920513
Newcastle,1678.0,0.42758748420175297
Newcastle,1700.0,0.41809289885892714
Newcastle,1796.0,0.40811334067429367
Newcastle,1807.0,0.39828851168645335
Newcastle,1808.0,0.388467216892998
Newcastle,1825.0,0.388467216892998
Papworth,0.0,1.0
Papworth,0.0,0.9748455430134241
Papworth,3.0,0.9663762968733588
Papworth,6.0,0.9579236776390483
Papworth,12.0,0.9494905140021712
Papworth,16.0,0.932791829210728
Papworth,19.0,0.9244363074120403
Papworth,25.0,0.9161155625968394
Papworth,33.0,0.9078311962144289
Papworth,48.0,0.8995884827138765
Papworth,66.0,0.8913629433937393
Papworth,81.0,0.8831820880749055
Papworth,82.0,0.875009644933276
Papworth,87.0,0.8668838992099926
Papworth,91.0,0.8588076222612157
Papworth,94.0,0.8507587527503937
Papworth,95.0,0.8427441170146672
Papworth,99.0,0.8268260777714291
Papworth,104.0,0.8188713786710139
Papworth,119.0,0.810966172586406
Papworth,128.0,0.8030418356222159
Papworth,137.0,0.795146379194182
Papworth,140.0,0.7872751954097277
Papworth,145.0,0.7794445001614142
Papworth,150.0,0.7716508111932054
Papworth,184.0,0.7639002694950778
Papworth,189.0,0.7562050644084103
Papworth,196.0,0.7485466648063936
Papworth,198.0,0.7409066422597361
Papworth,238.0,0.7333175886559801
Papworth,240.0,0.7257678106484814
Papworth,244.0,0.7182589498107086
Papworth,256.0,0.7107997877428737
Papworth,268.0,0.7033700442513359
Papworth,307.0,0.6959797681560568
Papworth,323.0,0.6885930898201856
Papworth,324.0,0.681213033435888
Papworth,343.0,0.6738350086972589
Papworth,349.0,0.6665125191827908
Papworth,350.0,0.6520355163064288
Papworth,373.0,0.6447762174888235
Papworth,385.0,0.6374274259407541
Papworth,448.0,0.6300887735603914
Papworth,458.0,0.6227941149025179
Papworth,473.0,0.6155345394513779
Papworth,478.0,0.6082940526475693
Papworth,482.0,0.6010883034827414
Papworth,487.0,0.5939323972717662
Papworth,491.0,0.5868277301651167
Papworth,524.0,0.5797842935975055
Papworth,535.0,0.5727737021638097
Papworth,543.0,0.5658145728547302
Papworth,579.0,0.5588929079762466
Papworth,603.0,0.5520246971020262
Papworth,613.0,0.5452007736405268
Papworth,621.0,0.5383714605671283
Papworth,654.0,0.5315374541644764
Papworth,667.0,0.5247195213939474
Papworth,685.0,0.5178076950377196
Papworth,721.0,0.5036246009370192
Papworth,789.0,0.49629651968761157
Papworth,821.0,0.4889216552086761
Papworth,849.0,0.48151863857886135
Papworth,859.0,0.47418526389265075
Papworth,861.0,0.466869992546769
Papworth,880.0,0.45962293076918487
Papworth,899.0,0.4524061418521253
Papworth,923.0,0.4451956750472652
Papworth,944.0,0.43803828733408906
Papworth,1027.0,0.43093686160659284
Papworth,1126.0,0.4227277276055442
Papworth,1127.0,0.41459291314601504
Papworth,1289.0,0.4064200890457337
Papworth,1335.0,0.3982377063182774
Papworth,1353.0,0.39008747028521135
Papworth,1361.0,0.38201120665143684
Papworth,1408.0,0.37402990838533134
Papworth,1418.0,0.36611093011999946
Papworth,1468.0,0.3573505949149858
Papworth,1512.0,0.348251646507139
Papworth,1554.0,0.33859180520603704
Papworth,1562.0,0.3290944206374856
Papworth,1624.0,0.31971880039680756
Papworth,1790.0,0.31019780053763957
Papworth,1815.0,0.3007400585738504
Papworth,1825.0,0.3007400585738504
